Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
Colabo,Series A - II,$7.00M,06/08/2015,N/A,"Colabo is a multi-functional software that enables professionals across all industries to achieve a number of business objectives including: lead qualification, lead generation, and trend prediction. Colabo gathers data from any web-browsable source and displays them on one easy-to-use dashboard. Colabo analyzes the data and automatically alerts you when significant changes occur in the sources that are being tracked. Additionally, Colabo visualizes the sources on a series of graphs that help you better understand the data at hand.",Internet Software & Services,United States,$8.50M,N/A
Preact,Series B,$7.00M,06/10/2015,N/A,"Preact, formerly Less Neglect, is a cloud-based, automatic customer success service that helps subscription software companies maximize customer lifetime value by reducing churn, acquiring new customers, and driving upsells. Preact provides health metrics tailored to each user and account by tracking detailed session-level usage of web usage, mobile applications, and server activity.",Internet Software & Services,United States,$16.78M,N/A
Sketchfab,Series A - II,$7.00M,06/16/2015,N/A,"Sketchfab is a platform that enables users to publish and find the best 3D content anywhere online. Users can upload files in almost any 3D format, directly on sketchfab.com or using one of its exporters, in order to upload from favorite 3D creation tools. Once models are on Sketchfab, users can embed them on any web page, and share them on other platforms like Tumblr, WordPress, Bēhance, Facebook, Kickstarter, LinkedIn, or deviantART.On July 21, 2021, Sketchfab was acquired by Epic Games. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$11.52M,N/A
Dropoff,Series A,$7.00M,06/22/2015,N/A,"Dropoff solves same-day delivery challenges for business by offering an experience built on convenience, reliability and unmatched service, all powered by a proprietary technology platform. Dropoff provides easy web and mobile ordering, flexible delivery options, transparent pricing, real-time tracking and confirmations, up-to-the-minute ETAs, delivery Agent ratings and a feature-rich API for seamless logistics platform integration. Dropoff helps businesses with their complex same-day delivery logistics needs, so they can better, and more efficiently, serve their own customers.",Internet Software & Services,United States,$18.57M,N/A
Signifyd,Series A,$7.00M,06/23/2015,N/A,"Signifyd combines machine learning with human work to eliminate online payment fraud for e-commerce companies. The company leverages big data, machine learning and domain expertise to provide a financial guarantee against fraud on approved orders that later turn out to be fraudulent.",Internet Software & Services,United States,$411.20M,N/A
AtScale,Series A,$7.00M,06/23/2015,N/A,"AtScale provides enterprises with a universal semantic platform for Business Intelligence on Big Data, allowing business users at corporations across financial services, healthcare, telecommunications, retail, and online industries to get interactive and multi-dimensional analysis capabilities, directly on Hadoop and cloud-based big data platforms.",Internet Software & Services,United States,$95.70M,N/A
SuperAwesome,Series A,$7.00M,07/20/2015,N/A,"SuperAwesome is a kid-appropriate advertising network focusing solely on the kids and teens vertical. The company harnesses proprietary data sources, multi-country kids panels and industry expertise to help clients develop growth strategies, brand positioning, brand portfolio and product.On September 25th, 2020, SuperAwesome was acquired by Epic Games, terms of the transaction were not disclosed.",Internet Software & Services,United Kingdom,$58.00M,N/A
G2,Series A,$7.00M,07/29/2015,N/A,G2 offers a B2B software and services review platform that seeks to help businesses make better buying decisions every month.,Internet Software & Services,United States,$265.07M,N/A
Autopilot,Series B - II,$7.00M,07/30/2015,N/A,"Bislr, dba Autopilot, delivers intelligent website marketing products that enable marketers to immediately create, optimize and manage websites for the social and mobile era. Designed for web marketers to actively control the entire lifecycle of next-generation websites through drag & drop creation, social/mobile channels, real-time testing and analytics. Bislr complements customers' investment in marketing automation & CRM systems, making them more valuable by contributing new leads and integrating modern/mobile platforms for more impactful marketing campaigns.",Internet Software & Services,United States,$37.86M,N/A
AppFormix,Series A,$7.00M,06/09/2015,N/A,"AppFormix is a cloud operations management and optimization company. Its software enables operators and developers collect data across servers, storage, and networking in a single dashboard; identify and eliminate resource contention bottlenecks; and set policy-based controls for how applications consume resources.",Internet Software & Services,United States,$7.00M,N/A
Toast,Series A,$7.00M,08/06/2015,N/A,"Toast (NYSE: TOST) is an all-in-one restaurant management system. Toast automatically tracks menu sales, inventory, and labor, and organizes that information into detailed reports that users can access from any internet-connected device. With Toast, data and insight about business are always just a few clicks away.",Internet Software & Services,United States,$903.00M,N/A
MeUndies,Series B,$7.00M,09/02/2015,N/A,MeUndies is a membership only site offering men's and women's designer underwear.,eCommerce,United States,$51.90M,N/A
Thuzio,Series B,$7.00M,09/09/2015,N/A,"Thuzio provides an online platform that connects the public with athletes who have achieved the highest levels of excellence in their profession. Thuzio provides a wide variety of experiences including coaching, social dinners and lunches, game watch and analysis, corporate speaking, client entertaining and events, celebrations including birthday parties and Bar Mitzvah's, flag football, golf outings, and charity event hosting and auction items. It is based in New York.On November 23, 2021, Thuzio was acquired by Triller. The terms of the transaction were not disclosed.",eCommerce,United States,$19.31M,N/A
Kaleo Software,Series A,$7.00M,09/16/2015,N/A,Kaleo is an interactive knowledge network that puts the answers to essential business questions at a user's fingertips. Kaleo captures and tags information to create an organically growing knowledge base. Users can find information based on input from co-workers and topic experts. Powerful analytics enable users to see what topics are trending and find experts to assist them.,Internet Software & Services,United States,$9.28M,N/A
Octiv,Series D,$7.00M,10/19/2015,N/A,"Octiv, formerly known as TinderBox, provides a sales productivity platform designed to create efficiencies in process workflows for creating and managing sales presentations, proposals and contracts. Octiv integrates data from CRM, CPQ, ERP and other systems to streamline workflows, save time and accelerate sales opportunities.",Internet Software & Services,United States,$16.80M,N/A
Zanbato,Series B - II,$7.00M,10/07/2015,N/A,"Zanbato builds technology to empower family offices and institutional investors to more intelligently transact in the alternative asset classes. The company's platforms provide members with access to investment opportunities, aligned co-investment partners, and a suite of tools to coordinate and evaluate transactions.",Internet Software & Services,United States,$37.70M,N/A
Wynd,Series A,$7.00M,10/13/2015,N/A,"Wynd is a global omnichannel commerce platform that allows the total convergence between digital and points of sales. The Smart SaaS & Full API modular platform is intrinsically omnichannel, to drive the digitization of all networks and customer journeys. The platform enables the implementation of multiple functions integrated on front solutions to compose customer journeys that meet the customers' expectations.On December 15, 2020 Wynd was acquired by David Sitt. The terms of the transaction were not disclosed.",eCommerce,France,$122.43M,N/A
Opinio,Series A,$7.00M,10/20/2015,N/A,"Opinio integrates hyperlocal delivery on a robust tech platform. The company operates in Bangalore, Delhi-NCR and Hyderabad. It delivers products in a radius of five to seven kilometers for small businesses such as restaurants, grocery stores, bakeries and laundry stores.",Internet Software & Services,India,$8.30M,N/A
"J
Jolata",Series A,$7.00M,10/21/2015,N/A,"The Jolata Platform enables network operators to build and maintain low-latency, high-performance networks using high-precision network performance analytics. In real-time, Jolata determines network problems and root causes, all the way down to vendor equipment and location. It eliminates traditional finger-pointing ""blame game"" when problems are detected. Jolata reduces TCO by optimizing network performance when problems are found, determining when and where the networks need expansion, and reducing over-provisioning.",Internet Software & Services,United States,$7.00M,N/A
PhishLabs,Series B,$7.00M,11/25/2015,N/A,"PhishLabs (Ecrime Management Strategies) provides cybersecurity services that protect against threats that exploit people. It combines proprietary technology, intelligence, and human expertise to detect, analyze, and stop targeted cyberattacks before they impact organizations. Additionally, the company provides threat intelligence that strengthens existing cyber defenses and optimizes threat prevention.On October 19th, 2021, PhishLabs was acquired by HelpSystems. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$33.20M,N/A
CloudEndure,Series B,$7.00M,12/09/2015,N/A,"CloudEndure provides reliable business continuity solutions that prevent data loss and downtime due to human errors, network failures, external threats, or any other disruptions. CloudEndure's multi-tier IT Resilience Suite for the Hybrid Cloud offers Disaster Recovery, Continuous Backup, and Live Migration of any application from any physical, virtual, or cloud-based source to any target infrastructure, including Amazon Web Services, Google Cloud Platform, Microsoft Azure, VMware, OpenStack, and Oracle Cloud.",Internet Software & Services,United States,$18.20M,N/A
Arterys,Series A,$7.00M,12/08/2015,N/A,"Arterys provides automated, intelligent cloud-based software that uses real-world clinical data to make imaging more accurate and data driven. Arterys develops 4D Flow technology, which generates precise measurements of blood flow noninvasively and non-radiatively anywhere in the body, and enables physicians to visualize and analyze blood flow inside the heart in 3D with automatic, interactive reporting.",Internet Software & Services,United States,$70.00M,N/A
Roofstock,Series A - II,$7.00M,12/29/2015,N/A,Roofstock runs an online marketplace where retail and institutional investors can buy and sell rental homes in the United States. It also identifies local property managers to help new owners manage their homes.,eCommerce,United States,$125.25M,N/A
Stellar Labs,Seed VC - II,$7.00M,11/16/2015,N/A,"Stellar Labs is building a fully electronic marketplace and network for business aviation. The company's systems encompass revenue management, predictive pricing, vehicle route optimization, high-value electronic payments, partner collaboration, and a completely automated system that can generate hundreds of flight options for consumers in seconds.",eCommerce,United States,$38.55M,N/A
ID Finance,Seed VC,$7.00M,05/21/2015,N/A,"ID Finance is an international FinTech company specializing in data science, credit scoring, and online lending in emerging markets. The company measures credit risk when making loans. Its products include MoneyMan, which provides online short-term consumer loans; AmmoPay, which offers online POS-loans; Plazo, dedicated to granting personal loans online; and Solva, which offers online long-term consumer loans.",Internet Software & Services,Spain,$66.36M,N/A
Auth0,Series A,$6.88M,04/22/2015,N/A,"Auth0 provides a SaaS, developer-centric, identity management platform for customers to secure their web, mobile, IoT, and internal applications.On March 3rd, 2021, Auth0 was acquired by Okta at a valuation of $6500M.",Internet Software & Services,United States,$332.70M,N/A
MyAlerts,Series A,$6.83M,08/19/2015,N/A,MyAlerts powers individualized and 100% relevant alerts for users on every page of a site.,Internet Software & Services,United States,$13.05M,N/A
WeFunder,Seed - III,$6.81M,05/27/2015,N/A,"Wefunder is a crowd investing platform for startups. The company helps crowd investors purchase stock for as little as $100 in businesses around the country. The company also helps startups raise funds from users who provide product feedback, marketing evangelism, and business connections.",eCommerce,United States,$20.98M,N/A
"A
Assured Labor",Series B,$6.80M,04/16/2015,N/A,Assured Labor revolutionizes hiring in emerging markets. The service leverages the power of mobile phones and the Internet to rapidly connect employers with the best mid-to-low wage candidates in their area. Assured Labor's disruptive platform is optimized for the realities of the Emerging Markets where 3 of 4 Internet users access the web sporadically and nearly everyone has a cell phone.,Internet Software & Services,United States,$13.30M,N/A
Apiary,Series A,$6.80M,08/18/2015,N/A,"Apiary makes API development simple and collaborative. The Apiary platform is the only developer-centric solution with tooling for every stage of the API lifecycle: designing, prototyping, testing, and documentation. Microsoft, Salesforce, Akamai, L.L. Bean, and hundreds of businesses around the world trust Apiary to provide an intuitive, simplified workflow and robust platform for developing reliable APIs.",Internet Software & Services,United States,$8.40M,N/A
Logz.io,Series A,$6.80M,10/05/2015,N/A,Logz.io offers a cloud-based service that enables companies to process the diagnostics data they collect about their applications.,Internet Software & Services,Israel,$122.00M,N/A
Twine Health,Series A,$6.75M,12/07/2015,N/A,"Twine Health's SaaS-based coaching platform enables risk-bearing organizations to transition quickly and economically from episodic, office-based care to continuous, whole-person care. Working with healthcare organizations across a variety of conditions, the company has proven that patient self-efficacy produces by far the best outcomes. The Twine platform and coaching methodology improves health outcomes three-fold, at one-third the cost, with two-thirds fewer office visits.",Internet Software & Services,United States,$8.25M,N/A
Eleven James,Series A,$6.72M,09/22/2015,N/A,"Eleven James is a membership program offering access to curated Collections of the world's finest and most desirable watches. In addition to the Collections, Members have access to a myriad of engaging and inspiring lifestyle experiences that include: exclusive events, a robust rewards program, value-added benefits from Eleven James' alliance partners, watch concierge services, and personal collection assistance.",eCommerce,United States,$40.12M,N/A
Tails.com,Series A,$6.71M,11/06/2015,N/A,Tails.com is an online pet nutrition service that provides tailor-made food designed to deliver perfectly optimized nutrition for dogs.,eCommerce,United Kingdom,$6.71M,N/A
NorthPage,Series A,$6.70M,04/23/2015,N/A,"NorthPage is a digital marketing intelligence (DMI) company that empowers marketing executives and their teams to grow digital performance. Its performance diagnostics, competitive benchmarking and prescriptive guidance identify where and how to improve the customer journey, user experience, engagement, and conversion across digital channels.",Internet Software & Services,United States,$10.38M,N/A
Prevedere,Series A,$6.70M,06/30/2015,N/A,"Prevedere offers predictive analytics software that allows companies to look beyond their own walls for key external drivers of financial performance. The company's software collects and analyzes millions of global metrics in real time, including macroeconomic factors, manufacturing activity, consumer behavior, online traffic and weather data. Prevedere's customers see improved financial performance with more accurate forecasts of future demand for their products and services. Prevedere's software quickly and easily integrates with any financial planning platform to ensure companies are looking at the right factors that drive business.",Internet Software & Services,United States,$47.65M,N/A
WEVR,Series A - IV,$6.70M,03/19/2015,N/A,"WEVR is a virtual reality community and VR media player for aspiring and professional creatives. WEVR collaborates with leaders in the immersive, creative, and technology communities – providing high performance VR playback software for VR producers. The company is committed to developing a superior VR player and supporting collaborations, showcasing exceptional virtual reality projects created by emerging VR storytellers. As an open VR technology platform, WEVR enables immersive storytellers to create, present, and publish projects on all VR headsets.",Internet Software & Services,United States,$48.88M,N/A
HomeToGo,Series A,$6.65M,04/08/2015,N/A,HomeToGo is the developer of a search engine that allows users to compare prices for vacation rentals.,eCommerce,Germany,$73.86M,N/A
Human API,Series A,$6.62M,01/16/2015,N/A,Human API is a consumer-centric health data network. Human API offers providers an infrastructure they can use to create a health platform that enables a group of patients to share data with their caregivers.,Internet Software & Services,United States,$37.39M,N/A
Boxful,Series A,$6.60M,06/11/2015,N/A,Boxful (寶易存) specializes in valet self-storage services.,Internet Software & Services,Hong Kong,$26.10M,N/A
OPEN8,Series A,$6.60M,10/28/2015,N/A,"OPEN8 provides digital video marketing and media services through smart devices and IT technologies. The company operates video magazine LeTRONC, which uses AI technology to analyze user activity histories and video viewing habits. The LeTRONC AI is developed and deployed to automatically create video content that suits user interests. The company also offers Video BRAIN, an AI-based automated video production tool.",Internet Software & Services,Japan,$61.50M,N/A
CloudMedX,Seed VC,$6.60M,09/10/2015,N/A,"CloudMedx integrates into existing workflows and automates processes for clinical insights, operations, and improved case management and revenue cycle management for healthcare organizations. The system uses natural language understanding (NLU) and deep learning and has integrations with major EMRs and healthcare organizations nationwide. CloudMedx integrated suite of technologies currently has 3 tools in the marketplace. Its Coding analyzer assists medical documentation process. Its Clinical Analyzer generates clinical insights such as risk predictions and operational analytics. Its patient app allows care navigation through easy access to patient data, smart symptom checker, and personalized educational material.",Internet Software & Services,United States,$12.95M,N/A
"B
Busuu",Series B,$6.58M,07/15/2015,N/A,"Busuu operates a free online community that offers interactive language courses in Spanish, French, German, Italian, English and Brazilian Portuguese. Each course on Busuu is offered with 4 levels. Users can also look to other community members to help in learning a new language through web messaging and video chat. It is based in Madrid, Spain.",Internet Software & Services,Spain,$11.13M,N/A
Zenchef,Series B,$6.54M,11/04/2015,N/A,"Zenchef, previously known as 1001 Menus, provides restaurants with a CMS to manage their menu, hours, photos, etc. In return, It makes sure the customer has a web presence, a mobile app, presence across all major social media networks, but also integration into directory services like the Yellow Pages, Google Maps, and other services. In addition, Zenchef keeps rigorous track of menu items and provides an open API to 3rd party developers who would like to integrate information about restaurant menu items into their service.",Internet Software & Services,United Kingdom,$8.89M,N/A
Trov,Series B - II,$6.50M,02/26/2015,N/A,"Trōv powers digital insurance solutions for businesses in the finance, insurance, mobility, and retail sectors, enabling the new ways people live, work and move.",Internet Software & Services,United States,$100.20M,N/A
"D
Derby Games",Series A,$6.50M,02/04/2015,N/A,"Derby Games, operated by Xpressbet, is a real money gaming (RMG) platform that makes it easy for players from around the country to place bets and win. By turning gambling into an online social game, anyone can participate. Derby Games is driven by the mission to create the largest community of real money gamers in the U.S.",Internet Software & Services,United States,$6.50M,N/A
Custora,Series A,$6.50M,04/07/2015,N/A,"Custora is a SaaS platform designed to help online retailers better understand and market to their customers. The company's software employs the state-of-the-art in customer analytics methodologies and integrates directly with email providers to help marketers deliver more relevant, meaningful communications. On November 5, 2019, Custora was acquired by Amperity, terms of the agreement were not disclosed.",Internet Software & Services,United States,$25.32M,N/A
Cotopaxi,Series A,$6.50M,03/24/2015,N/A,"Cotopaxi is a direct-to-consumer outdoor gear and apparel company with a social-focused mission of eradicating extreme poverty. Every piece of gear is tied to a humanitarian cause. Every pack provides between one and three weeks of education to a child, and the sale of a water bottle provides six months of clean water. All apparel is tied to health-related projects.",eCommerce,United States,$77.90M,N/A
TradeGecko,Series A,$6.50M,04/21/2015,N/A,"TradeGecko is a software platform for small businesses that assists with both brick and motor and e-commerce sales. It offers inventory and order management, workflow automation, accounting ledgers, payments, forecasts, and other critical business applications.On August 3, 2020, TradeGecko was acquired by Intuit for a valuation of $80 million.",Internet Software & Services,Singapore,$17.16M,N/A
TRAFI,Series A,$6.50M,05/19/2015,N/A,"TRAFI is multi-platform and available on Android, iOS and Web using real time data to help users find the best possible way to commute from door to door either by public transport, taxi, cycling or even walking.",Internet Software & Services,Lithuania,$14.00M,N/A
"N
Naseeb Networks",Series C,$6.50M,05/21/2015,N/A,"Naseeb Networks provides community, communications and e-commerce services to underserved Internet markets. The company's position in target markets include online recruitment (www.rozee.pk), social networking (www.naseeb.com) and classifieds related services for Pakistan and its associated diaspora community.",Internet Software & Services,Pakistan,$8.67M,N/A
PowerToFly,Series A,$6.50M,06/30/2015,N/A,"PowerToFly is the first global platform for finding, vetting and connecting female talent with companies that value diversity and results over hours spent in the office. The company focuses on building distributed and hybrid teams that produce superb results.",Internet Software & Services,United States,$6.75M,N/A
Phantom Cyber,Series A,$6.50M,09/28/2015,N/A,"Phantom Cyber automates and orchestrates key stages of security operations from prevention to triage and resolution; aimed at delivering increases in productivity and effectiveness. Ranging from simple automation to fully autonomous response, Phantom lets companies choose the best balance that fits their organization's needs while increasing security and accelerating security operations. Focused on closing the security skills gap by enabling enterprise security operations to be smarter, faster and stronger; Phantom provides the flexibility to connect in-house and third-party systems into one open, integrated, and extensible platform.",Internet Software & Services,United States,$22.70M,N/A
Science 37,Series A,$6.50M,10/20/2015,N/A,"Science 37 orchestrates digital clinical trials. Researchers can use the platform for end-to-end trial management and as a window into a study’s progression—it provides centralized data management with actionable insights available in real time. The platform integrates workflow and processes for physician investigators, mobile nurses, and coordinators across the patient journey, and also digitally automates and streamlines all aspects of data collection.",Internet Software & Services,United States,$106.50M,N/A
Teem,Series A,$6.50M,11/11/2015,N/A,"Teem, fka EventBoard, provides companies with a cloud-based software and analytics platform for meeting management and analysis featuring employee-focused meeting tools including conference room displays, visitor management services and space use analytics. The EventBoard display software integrates with calendar systems, including Google Apps, Microsoft Exchange, and Office 365.",Internet Software & Services,United States,$21.50M,N/A
"W
Wunderkind",Series A,$6.45M,06/02/2015,N/A,"Wunderkind provides a cloud-based behavioral marketing platform that identifies previously anonymous visitors, enabling organizations to conduct people-based marketing campaigns and to target previously unidentifiable opportunities both on and off-site.",Internet Software & Services,United States,$78.95M,N/A
"M
Maitao Qinzi",Series A,$6.45M,07/25/2015,N/A,Maitao Qinzi is a family education travel service provider.,Internet Software & Services,China,$26.63M,N/A
Audible Magic,Series H,$6.44M,04/10/2015,N/A,"Audible Magic provides automatic content recognition (ACR) technologies. The biggest names in broadcasting, social media, consumer electronics and apps turn to Audible Magic for audio and video content identification software and information services.",Internet Software & Services,United States,$9.22M,N/A
Irisium,Series A,$6.43M,09/21/2015,N/A,"Irisium provides contextual surveillance and insightful analytics for exchanges, regulators, buy & sell-side firms. The company's monitoring and surveillance platform helps firms take full control of their regulatory, reputational and operational risks across markets, functions and asset classes. It helps improve market integrity by providing greater visibility over trading behavior. Its independent and real-time approach to monitoring, analytics, alerting and reporting, across structured and unstructured datasets and using powerful visualization tools, enables firms to identify and manage potential risks of market abuse, fraud and operational shortcomings on a single platform.On April 17, 2020, Irisium was acquired by KRM22 plc. Terms of the transaction were not disclosed.",Internet Software & Services,United Kingdom,$6.43M,N/A
Take Eat Easy,Series A,$6.40M,04/14/2015,N/A,"Take Eat Easy is a food-delivery service for highly-rated restaurants. Hungry users can discover which restaurants are available on the website, order online and have their food delivered to their home or offices, in less than 45 minutes. Take Eat Easy is handling delivery with the help of independent couriers, who are automatically dispatched through our its mobile app.",eCommerce,Belgium,$17.70M,N/A
Thermondo,Series B,$6.40M,04/14/2015,N/A,"Thermondo provides efficient heating products such as condensing boilers, solar and fuel cell heaters. The company also offers homeowners a complete package of services including consultation, preparation of proposals, applying for government subsidies, dismantling and disposal of old equipment, delivery, installation, maintenance and emergency.",Internet Software & Services,Germany,$57.05M,N/A
Piston Cloud Computing,Series B - II,$6.40M,04/22/2015,N/A,"Piston Cloud Computing is an enterprise OpenStack company. Piston Cloud is built around OpenStack, an massively scalable open cloud framework. Piston Enterprise OpenStack is a fully automated bare-metal cloud management platform built on OpenStack and the first OpenStack distribution specifically focused on security and easy operation of enterprise private clouds.",Internet Software & Services,United States,$22.43M,N/A
Zumper,Series A - II,$6.40M,06/25/2015,N/A,"Zumper is an apartment rental platform that makes it easier for tenants to discover and lease great apartments. Based on direct data feeds and partnerships with landlords, brokers and property managers, Zumper offers renters real-time, curated listings, and also streamlines the lead generation process for landlords and brokers to help them get the right tenant through the door, more efficiently.",eCommerce,United States,$143.06M,N/A
Rescale,Seed - III,$6.40M,07/14/2015,N/A,"Rescale is a cloud simulation platform that helps engineers and scientists build, compute, analyze, and scale simulations with high-performance computing (HPC) in the cloud.",Internet Software & Services,United States,$155.90M,N/A
zeotap,Series A,$6.40M,08/04/2015,N/A,"Zeotap is a customer intelligence platform that helps companies better understand their customers and predict behaviors, to invest in more meaningful experiences.",Internet Software & Services,Germany,$90.70M,N/A
BrainStorm,Series A,$6.40M,11/16/2015,N/A,"BrainStorm aims to change the way the world works. Their enterprise learning, SaaS platform, QuickHelp, boasts features like assignable and customizable content, live, instructor-led training, interest groups, and a committed Client Success Manager.",Internet Software & Services,United States,$19.90M,N/A
"K
Kuaikuaiyu",Series A - II,$6.33M,11/04/2015,N/A,"Provider of a shopping platform for university students living on campus. The company offers a mobile app allowing students to order food and daily necessities from stores near the campus. Once a user places an order, the products will be delivered to door within half an hour. Currently, the service is available in 300 Chinese universities. [keyword: online-to-offline (O2O)]",eCommerce,China,$9.14M,N/A
Culture Amp,Series A,$6.30M,03/04/2015,N/A,"Culture Amp is a culture-first software company that is building a survey and analytics platform for people and culture. The Culture Amp team combines deep knowledge in psychology, statistics, user experience and engineering into a platform that is transforming organizations worldwide.",Internet Software & Services,Australia,$258.30M,N/A
Stringify,Seed VC,$6.30M,04/21/2015,N/A,"Stringify is a platform on which internet of everything devices can connect and interact, a consumer-facing interface layer for unified control of diverse devices and applications, and a marketplace for applications that operate devices across the Stringify infrastructure. Stringify aims to bring consumers an easy interface layer to interact with devices and create workflows in a drag-and-drop environment using if-then logic.",Internet Software & Services,United States,$9.30M,N/A
Whistle Sports,Series B - II,$6.30M,09/29/2015,N/A,"Whistle Sports creates, curates, and delivers sports content for fans and brands across multiple social, digital, and TV platforms. The company connects its audience with pro athletes, access to behind the scenes footage, and an opportunity to discover new athletes and sports.",Internet Software & Services,United States,$177.08M,N/A
Wave Financial,Series C - II,$6.29M,12/03/2015,N/A,"Wave delivers cloud software to small- and micro-businesses around the world in order to help in managing finances. By integrating financial services directly into the Wave platform, the company provides small business owners access to payments, lending, payroll, and other financial solutions through financial management software.On June 11th, 2020, Wave Financial was acquired by H&R Block at a valuation of $405M.",Internet Software & Services,Canada,$82.44M,N/A
"P
PipaHR",Series A,$6.28M,07/02/2015,N/A,PipaHR offers a cloud-based platform that helps businesses find new staff quickly and efficiently.,Internet Software & Services,China,$6.28M,N/A
"9
91 Agriculture",Seed,$6.28M,09/14/2015,N/A,"91 Agriculture develops agricultural technology products and service platforms that include aquaculture tanks, rural e-commerce portals, agricultural facilities, base agricultural big data, and more. It is headquartered in Shanghai.",eCommerce,China,$6.28M,N/A
"M
MAXEX",Angel - IV,$6.27M,08/12/2015,N/A,"MAXEX is an exchange and clearinghouse for buying and selling residential mortgage loans (both conforming and non-conforming). The platform is a multi-seller to multi-buyer mortgage conduit that provides transparency, price discovery and execution for buyers and sellers.",eCommerce,United States,$72.12M,N/A
Roofstock,Series A,$6.25M,05/28/2015,N/A,Roofstock runs an online marketplace where retail and institutional investors can buy and sell rental homes in the United States. It also identifies local property managers to help new owners manage their homes.,eCommerce,United States,$125.25M,N/A
"L
Lando Culture",Series B,$6.23M,12/09/2015,N/A,"Lando Culture is an entertainment and content marketing company that specializes in the production and distribution of talk shows, community apps, and beauty & entertainment programs for female audiences.",Internet Software & Services,China,$18.11M,N/A
iyzico,Series B,$6.20M,05/26/2015,N/A,iyzico provides easy and secure payment system management platforms for eCommerce companies of all sizes and industries. iyziconnect offers a routing module that enables payment transactions to Turkey via one interface: a payment bridge to Turkey for payment service providers and international merchants.,Internet Software & Services,Turkey,$28.00M,N/A
Blitsy,Series B,$6.20M,12/29/2015,N/A,Blitsy is an online retailer of arts and crafts supplies.,eCommerce,United States,$12.37M,N/A
Zynstra,Series B - II,$6.20M,09/01/2015,N/A,"Zynstra enables retailers to deliver superior customer and employee experiences. Zynstra virtualizes back and front office store technology, with intelligent automation to deliver software defined stores.On December 23, 2019, Zynstra was acquired by NCR at a valuation of $129.26M.",Internet Software & Services,United Kingdom,$20.80M,N/A
"L
lianshang.com",Series A,$6.20M,05/12/2015,N/A,"Global Learning U, dba Knod, creates an ecosystem where students, educators and employers collaborate on real-world projects generating the hands-on experiences the graduates need to jumpstart their careers. Knod develops the global middle-class strengthening communities internationally.",Internet Software & Services,United States,$10.32M,N/A
"L
LANDR Audio",Series A,$6.20M,07/07/2015,N/A,"LANDR is an automated audio mastering service. LANDR's features provide a workflow for creating, commenting and iterating throughout the lifecycle of a song. LANDR masters tracks, DJ sets, live recordings, and demos, and lets artists share them privately and securely with anyone they want - from clients to collaborators to friends. Per LANDR, they offer AI-powered music mastering, distribution, collaboration, promotion and sample packs.",Internet Software & Services,Canada,$34.95M,N/A
LeadDesk,Series A,$6.17M,02/27/2015,N/A,"LeadDesk makes contact center software. Its service offering includes the core of LeadDesk Software for agents and admins, LeadDesk Contacts for integrated lists, and LeadDesk Channel for advanced multi-site monitoring and reporting.",Internet Software & Services,Finland,$6.17M,N/A
Evidation,Series A,$6.16M,01/16/2015,N/A,"Evidation measures health in everyday life and enables anyone to participate in research and health programs. Evidation is a two-sided platform that connects individuals and enterprises. On the consumer side, the company assists individuals to participate in research including testing of digital health programs. On the enterprise side, Evidation provides biopharma, med-tech, big tech, academic institutions, professional societies, and government partners the ability to: generate evidence; and design, test, and deploy programs that motivate evidence-based action.",Internet Software & Services,United States,$259.18M,N/A
Deposit Solutions,Series A,$6.15M,09/08/2015,N/A,"Deposit Solutions provides an open banking platform for deposits connecting banks and depositors. The platform allows banks to offer attractive third-party deposit products to their own customers through their existing accounts. As a result, banks looking for funding can gather deposits from new markets and client groups without having to set up and operate their own retail infrastructure, and depositors can access best-in-class deposit offers without having to open a new account at another bank.On June 24th, 2021, Deposit Solutions merged with Raisin GmbH. The terms of the transaction were not disclosed.",Internet Software & Services,Germany,$198.90M,N/A
Keypr,Series A,$6.12M,03/20/2015,N/A,"Keypr provides a cloud-based management solution that integrates the hotel experience for both guests and hotel management through mobile technology. The system will allow guests to have instant mobile check-in/check-out capabilities, keyless entry via smartphone and the ability to schedule, order and track service requests such as cleaning and room service. Additionally, guests will be able to personalize their entertainment experience and access a directory of hotel services on-premises through an in-room tablet provided by Keypr or using their smartphones.",Internet Software & Services,United States,$21.51M,N/A
DataHero,Series A,$6.10M,05/19/2015,N/A,"DataHero is a provider of self-service Cloud BI, enabling users to quickly identify and understand the metrics that drive their business. With its intuitive drag-and-drop interface, users are able to import and analyze data from the services they use every day - including Salesforce, HubSpot, Marketo, Google Analytics, Dropbox, Stripe, Excel, and many more.",Internet Software & Services,United States,$10.25M,N/A
Salary Finance,Series A,$6.10M,11/19/2015,N/A,"Salary Finance partners with employers to offer financial wellbeing benefits that help improve employee retention and productivity. Salary Finance offers simple savings, access to their salary as it is earned, and affordable loans - all underpinned by accessible, engaging financial education. By helping employees manage debt, build a savings habit and access earned pay, they have created a more accessible alternative to traditional financial services providers.",Internet Software & Services,United States,$132.90M,N/A
