Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
Synack,Series C,$21.25M,04/11/2017,N/A,"Synack provides security testing combining crowdsourced human talent with proprietary AI technology to increase effectiveness and efficiency. Synack smart security testing yields continuous and comprehensive testing protection, vulnerabilities, data about the strengths and weaknesses of an attack surface and how it changes over time, and provides documentation for compliance.",Internet Software & Services,United States,$107.27M,N/A
simplesurance,Series B - IV,$21.20M,03/16/2017,N/A,"simplesurance is an eCommerce provider for product insurances, enabling customers to buy products online and purchase corresponding insurance coverage at the checkout. The company's solutions enable cross-selling of product insurances directly at the point of sale in eCommerce, and integrates into the checkout process of online shops to offer a one-click experience for customers.",eCommerce,Germany,$87.51M,N/A
"B
Baibao New Media",Series B,$21.20M,12/15/2017,N/A,"Baibao New Media (百宝新媒体) is an online parenting information and eCommerce platform, operating via its WeChat official account Xiaxiaobaomama (小小包麻麻) and XXBMM.com. The platform offers evaluations of maternal and child products, childcare knowledge, and more, focusing on 0-3-year-old children.",Internet Software & Services,China,$26.30M,N/A
eVariant,Series C - III,$21.19M,03/27/2017,N/A,"eVariant helps hospitals and health care systems accelerate provider referral and patient volume growth across service lines through the use of a combination of CRM, marketing automation, data integration services and analytics, collectively referred by the company as Volume Performance Management. Unique in its ability to Connect What Has Never Been Connected Before, eVariant is a pioneer in uniting vital healthcare business data in real-time across multiple, disparate systems, such as clinical, billing, call center, interactive and social. HealthConnect users rely on the power of the product suite to automate, execute, measure programs and provide powerful insights, leading to more profitable business decisions and relevant ROI.On January 7th, 2020, eVariant was acquired by Health...",Internet Software & Services,United States,$91.26M,N/A
"B
Baibao New Media",Series B,$21.17M,12/14/2017,N/A,"Baibao New Media is an online parenting information and eCommerce platform that offers evaluations of maternal and child products, childcare knowledge, and more. It is headquartered in Zhengzhou, Henan.",Internet Software & Services,China,$26.58M,N/A
DriveWealth,Series B,$21.14M,12/01/2017,N/A,DriveWealth is a global brokerage infrastructure that offers investment capabilities and real-time fractional trading through partners. DriveWealth’s suite of embedded finance APIs enables global partners to access the U.S. securities market.,Internet Software & Services,United States,$537.71M,N/A
"E
ErGeng Media Platform",Series A - II,$21.00M,01/20/2017,N/A,"ErGeng Media Platform is a new media and video content company that provides travel, culture, and food videos via various platforms including WeChat, Youku, and Weibo. It has over 20 million fans with monthly views of over one billion, and over six billion views in aggregate. Its revenues mainly come from advertisement.",Internet Software & Services,China,$61.13M,N/A
MobiTV,Series E,$21.00M,02/21/2017,N/A,"MobiTV provides managed TV everywhere services that deliver live and on-demand television, downloadable video and related media content across Internet-enabled screens, including mobile devices, tablets and personal computers.",Internet Software & Services,United States,$270.76M,N/A
Examity,Series A,$21.00M,03/02/2017,N/A,"Examity provides a test integrity solution including live, recorded and automated solutions ensure integrity of online education and certification programs from higher education institutions and other organizations. The proprietary keystroke identification technology, Examikey, provides an enhanced level of assurance for schools to determine the authenticity of test-takers.",Internet Software & Services,United States,$115.00M,N/A
TurnKey Vacation Rentals,Series C,$21.00M,03/09/2017,N/A,"TurnKey Vacation Rentals is a full-service luxury vacation rental manager utilizing online marketing, sales staff, and high-tech to improve rental business returns.On March 11th, 2021, TurnKey Vacation Rentals was acquired by Vacasa at a valuation of $618.8M.",eCommerce,United States,$122.02M,N/A
Mic Media,Series C,$21.00M,04/07/2017,N/A,"Mic Network operates a democratic online news platform to engage people in debates about issues. On mic, the community decides who gets to speak. The more users respond to articles, share ideas, and accumulate 'mics' from others, the more users are able to do and say.",Internet Software & Services,United States,$59.93M,N/A
SysCloud,Series A - II,$21.00M,04/07/2017,N/A,"SysCloud is a data backup and security suite for Google Apps. The company's software suite provides data security and backup for enterprise and educational institutions using Google Apps. Using a variety of tools, SysCloud protects against data loss, unauthorized data exposure and violations of compliance laws by providing real-time backup, security and compliance policies through a single software application.",Internet Software & Services,United States,$23.50M,N/A
"A
adRise",Series A,$21.00M,05/15/2017,N/A,"adRise is building cross-platform apps that can be watched on multiple devices, as well as an ad delivery service for monetization of videos content.",Internet Software & Services,United States,$23.00M,N/A
Urban Company,Series C,$21.00M,07/03/2017,N/A,"Urban Company is an Indian home services marketplace. The platform helps customers book home services, including beauty services, fitness training, appliance repair, plumbing, and more.",eCommerce,India,$441.24M,N/A
SuperAwesome,Series B,$21.00M,07/24/2017,N/A,"SuperAwesome is a kid-appropriate advertising network focusing solely on the kids and teens vertical. The company harnesses proprietary data sources, multi-country kids panels and industry expertise to help clients develop growth strategies, brand positioning, brand portfolio and product.On September 25th, 2020, SuperAwesome was acquired by Epic Games, terms of the transaction were not disclosed.",Internet Software & Services,United Kingdom,$58.00M,N/A
Guild Education,Series B,$21.00M,09/06/2017,N/A,"Guild enables employers to offer education as a benefit and tuition reimbursement to their employees via a technology platform that allows HR leaders to track outcomes data – including recruitment, retention, and promotion – to measure the return on educational benefits.",Internet Software & Services,United States,$376.50M,N/A
Envoy Global,Series C,$21.00M,10/03/2017,N/A,Envoy Global is an immigration services provider. Envoy combines expert legal representation – for both inbound and outbound immigration – and proprietary technology to enable companies to hire and operate an international workforce.,Internet Software & Services,United States,$52.37M,N/A
LaunchDarkly,Series B,$21.00M,12/04/2017,N/A,"LaunchDarkly provides product managers with a continuous delivery platform to deliver, measure and control their software features.",Internet Software & Services,United States,$330.34M,N/A
Leadspace,Series C,$21.00M,12/14/2017,N/A,"Leadspace provides an Audience Management Platform which enables B2B companies to engage customers and drive growth by allowing marketers to find and know their audiences. As internal and external data multiplies, Leadspace uses AI to provide a source of truth across all sales and marketing data, identify net new account and individuals, and recommend the marketing activities.",Internet Software & Services,United States,$94.50M,N/A
Label Insight,Series C,$21.00M,12/19/2017,N/A,"Label Insight, previously known as FoodEssentials, is a cloud-based product data engine committed to helping brands and retailers unlock the value of their product data. The company translates basic product information into smart attributes, such as nutrients and allergens, providing brands and retailers with a deep understanding of their product set.On May 17th, 2021, Label Insight was acquired by NielsonIQ. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$35.37M,N/A
"M
Mene",Series A,$21.00M,12/19/2017,N/A,"Menē is a direct-to-consumer fine jewelry venture that manufactures and retails timeless 24 karat gold jewelry online through a first-to-market user experience and transparent pricing model. Menē enables customers to buy, sell, and exchange jewelry by weight at the prevailing daily price for gold as quoted on international bullion markets.",eCommerce,France,$21.00M,N/A
"B
Built",Series A,$20.62M,11/01/2017,N/A,Built is a secure collaboration platform that makes construction lending more profitable and more efficient with all loans managed online.,Internet Software & Services,United States,$268.12M,N/A
"Z
Zhuiyi Technology",Series B,$20.60M,11/02/2017,N/A,"ZhuiYi Technology is a Chinese AI company and digital employee provider. The company offers full-stack AI capabilities in NLP, voice recognition, and computer vision, ZhuiYi’s AI digital employees are able to fulfill the needs of intelligent transformation of companies and governments, in scenarios including customer service, telemarketing, human machine interaction, service quality checking, customer persona, opinion analysis, training, anti money laundering, and many others.",Internet Software & Services,China,$61.60M,N/A
Prognos,Series C,$20.50M,11/17/2017,N/A,"Prognos, formerly Medivo, is a healthcare AI company focused on eradicating disease by driving decisions earlier in healthcare in collaboration with payers, Life Sciences and diagnostics companies. The Prognos Registry is a source of clinical diagnostics information in over 30 disease areas, with over 9B medical records for 160M patients. Prognos has 500 extensive proprietary and learning clinical algorithms to enable earlier patient identification for enhanced treatment decision-making, risk management and quality improvement.",Internet Software & Services,United States,$42.50M,N/A
HealthEngine,Series C,$20.20M,04/04/2017,N/A,"HealthEngine is an Australian site to find and book health practitioners online. HealthEngine is changing how patients access healthcare. The company helps visitors every month find the right practitioner, at the right place, at the right time.",Internet Software & Services,Australia,$30.48M,N/A
Demisto,Series B,$20.00M,02/09/2017,N/A,"Demisto is a provider of Security Automation and Orchestration technology. Demisto's orchestration engine automates security product tasks and weaves in the human analyst tasks and workflows. Demisto enables security teams to reduce MTTR, create consistent incident management process and increase analyst productivity.On February 19th, 2019, Demisto was acquired by Palo Alto Networks at a valuation of $560M.",Internet Software & Services,United States,$69.00M,N/A
Reputation,Series E,$20.00M,01/05/2017,N/A,"Reputation.com provides a SaaS automated platform that enables businesses across the Americas, Europe and Asia Pacific to monitor and respond to reviews, tap into vast quantities of experience data and sentiment to make systematic improvements in the delivery of their services and improve their reputation online.",Internet Software & Services,United States,$124.75M,N/A
CloudCraze,Series A,$20.00M,01/05/2017,N/A,"CloudCraze delivers enterprise-class B2B/B2C cross-channel eCommerce on Salesforce. CloudCraze is built natively on the Salesforce1 Platform so clients can deploy mobile storefronts quickly, begin generating online revenue in weeks, and easily scale for growth. In a single Salesforce instance, CloudCraze shares data and processes across eCommerce and CRM and it's all easily managed through the point-and-click Salesforce interface.",Internet Software & Services,United States,$20.00M,N/A
ShiftGig,Series C,$20.00M,01/17/2017,N/A,Shiftgig is an online community for the service and hospitality industries. ShiftGig helps job candidates and hiring managers connect with each other and get positions filled.,Internet Software & Services,United States,$59.55M,N/A
OrderGroove,Series C,$20.00M,01/17/2017,N/A,"OrderGroove provides a SaaS-based subscription and membership commerce platform and network that enables brands and retailers to deepen relationships with their customers to activate consumer relationships both online and in physical retail stores, generating repeat sales and recurring revenue.",eCommerce,United States,$28.20M,N/A
Feedvisor,Series B,$20.00M,01/31/2017,N/A,"Feedvisor offers a self-learning algorithm that automatically analyzes the competitive environment, product demand, and price elasticity function of every product and calculates its optimum price according to the retailer's specific business objectives. It then continuously adjusts this price to improve sales, optimize profit margins, and take advantage of subtle market imperfections.",Internet Software & Services,United States,$32.70M,N/A
"D
Diyi Chedai",Series B - II,$20.00M,02/07/2017,N/A,"Diyi Chedai, operates an O2O used-car loan platform. Chedai.com offers loan terms from 1 month to 2 years, and provides a number of niche services to consumers and enterprises, such as inventory financing, purchase-order financing, in-transit inventory financing, and commercial vehicle financing.",Internet Software & Services,China,$106.00M,N/A
Urjanet,Series C,$20.00M,03/02/2017,N/A,"Urjanet offers large companies an automated, accurate, and easy-to-use service that helps them to lower energy costs, reduce carbon footprint and more effectively evaluate long-term energy investments. Urjanet's platform collects, reconciles, and analyzes energy and carbon-related data from many different sources including smart meters. The data feed is delivered directly to customer applications and decision-support systems.",Internet Software & Services,United States,$44.86M,N/A
"C
Canopy Tax",Series B,$20.00M,03/13/2017,N/A,"Canopy provides cloud-based practice management software to thousands of accounting professionals nationwide. The modern, easy-to-use software cuts out accounting firm busywork, improves the client experience, and helps firms stay organized and operating efficiently. Committed to data security, Canopy’s solutions are SOC2 certified and data encrypted to ensure personal information is secure.",Internet Software & Services,United States,$118.53M,N/A
CyberGRX,Series B,$20.00M,04/18/2017,N/A,"CyberGRX provides a comprehensive third-party risk management platform to cost-effectively identify, assess, mitigate and monitor an enterprise's risk exposure across its entire partner ecosystem. Through automation and advanced analytics, the CyberGRX solution enables enterprises to collaboratively mitigate threats presented from their increasing interdependency on vendors, partners and customers.",Internet Software & Services,United States,$99.00M,N/A
Tubi TV,Series C,$20.00M,05/09/2017,N/A,"Tubi TV, fka adRise, is a free Internet TV network that offers a large collection of movies and TV shows that span more than 40 genre categories from comedy, drama, family & kids, classics, and horror, to niche segments such as Korean dramas, anime, and British TV, via multiple platforms and devices including Android and iOS mobile devices, OTT devices such as Roku, Apple TV, Chromecast, Xbox 360, Xbox One, Sony, Samsung, and Amazon Fire TV. With content partners including Lionsgate, MGM, Paramount Pictures, and Starz, Tubi TV counts more than 50,000 titles in its library and offers advertisers access to a new audience, different than online video or traditional TV advertising.On March 17th, 2020, Tubi TV was acquired by Fox Broadcasting at a valuation of $440M.",Internet Software & Services,United States,$30.09M,N/A
Away,Series B,$20.00M,05/19/2017,N/A,Away is a global lifestyle brand specializing in direct-to-consumer high-end luggage.,eCommerce,United States,$181.10M,N/A
CounterTack,Series D - II,$20.00M,05/30/2017,N/A,"CounterTack+GoSecure is a provider of Predictive Endpoint Detection and Response, Next Gen Antivirus and Insider Threat Detection, which meets Gartner's updated definition for Endpoint Protection Platform (EPP) for the enterprise. The Platform delivers multi-vector detection, prevention, and response by applying a unique combination of behavioral analysis, memory forensics, machine learning, and reputational techniques to counter advanced threats. Powered by the Platform, CounterTack+GoSecure also offers a full spectrum of managed cybersecurity services, integrating EDR, SIEM, NextGen ﬁrewalls, IPS, vulnerability assessment and patch management. Its Advanced Response Centre (ARC) provides Threat Hunting, Active Threat Mitigation and Incident Response services.",Internet Software & Services,United States,$133.13M,N/A
StreamSets,Series B,$20.00M,05/31/2017,N/A,StreamSets provides data ingest technology for big data applications. Its enterprise-grade infrastructure accelerates data analysis and decision-making by bringing unprecedented transparency and event processing to data in motion.,Internet Software & Services,United States,$77.75M,N/A
"L
Lob.com",Series B - II,$20.00M,05/31/2017,N/A,"Lob, a cloud-based API platform, offers a powerful suite of print and mail APIs for developers and businesses. Built with developers in mind, Lob provides a complete array of print products, base infrastructure, and tools that allow businesses to build scalable and powerful applications. Lob eliminates traditional challenges associated with physical communication channels and enables companies to create flexible solutions around print and mail.",Internet Software & Services,United States,$79.42M,N/A
Figure Eight,Series D - II,$20.00M,06/12/2017,N/A,"Figure Eight is a machine learning platform that transforms text, image, audio, and video data into customized high-quality training data. It's used in autonomous vehicles, consumer product identification, natural language processing, search relevance, and intelligent chatbots. Figure Eight was acquired by Appen in March of 2019.",Internet Software & Services,United States,$55.95M,N/A
Culture Amp,Series C,$20.00M,06/14/2017,N/A,"Culture Amp is a culture-first software company that is building a survey and analytics platform for people and culture. The Culture Amp team combines deep knowledge in psychology, statistics, user experience and engineering into a platform that is transforming organizations worldwide.",Internet Software & Services,Australia,$258.30M,N/A
Entelo,Series C - II,$20.00M,06/15/2017,N/A,"Entelo allows recruiters to search for software engineers and designers across the social web. With social profiles, search, and technology to discover candidates who may be open to new opportunities, Entelo improves the ability to find the right talent at the right time.",Internet Software & Services,United States,$41.93M,N/A
Textio,Series B,$20.00M,06/21/2017,N/A,"Textio provides an artificial intelligence platform that analyzes business documents as they're being written to forecast and improve their performance. The company's first product, Textio Talent, optimizes job listings, recruiting email, and other talent content.",Internet Software & Services,United States,$41.50M,N/A
"D
Droom Technology",Series C,$20.00M,07/05/2017,N/A,Droom is an online marketplace for buying and selling new and used automobiles. Droom has built-in tech and data science tools to create an entire eco-system around used automobiles.,eCommerce,India,$139.00M,N/A
"Z
Zaozuo",Series B,$20.00M,07/06/2017,N/A,Zaozuo is a China-based furniture online retailer.,eCommerce,China,$35.00M,N/A
"G
Gong",Series A - II,$20.00M,07/12/2017,N/A,"Gong helps B2B sales teams convert more of their pipeline into closed revenue by shining the light on their sales conversations. Gong records, transcribes, and analyzes all sales calls, demos, and meetings so that sales teams can scale the effectiveness of their sales conversations.",Internet Software & Services,United States,$583.00M,N/A
Particle,Series B,$20.00M,07/19/2017,N/A,"Particle offers an end-to-end IoT platform that provides software, hardware, and connectivity as an integrated solution that ensures their customers' IoT products are reliable, scalable, and secure. This allows a wide variety of companies ranging from traditional manufacturers to fast-growing start-ups to bring an IoT product to market quickly without building their own software infrastructure.",Internet Software & Services,United States,$114.26M,N/A
UnifyID,Series A,$20.00M,08/01/2017,N/A,"UnifyID is an implicit authentication platform with an approach that uses behavioral and environmental factors to identify users.On June 1st, 2021, UnifyID was acquired by Prove. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$20.68M,N/A
"T
The Young Turks Network",Series B,$20.00M,08/08/2017,N/A,"The Young Turks Network (TYT Network) is a Multi-Channel Network of online video talk shows, consisting mostly of TYT owned-and-operated shows and a select group of outside partners. The network generates over 68 million views per month. The flagship program in the network is The Young Turks, hosted by Cenk Uygur and Ana Kasparian, with 1.3 billion views and 38 million views per month by itself. The Young Turks is the largest online news show in the world, covering politics, economics, pop culture, social trends and lifestyle.",Internet Software & Services,United States,$27.25M,N/A
"V
Vulog",Series B,$20.00M,08/29/2017,N/A,"Vulog offers independent, comprehensive SaaS solutions that enable mobile operators to launch and operate customizable shared mobility services, including free-floating, corporate, one-way station-based and round-trip carsharing, with various ride-hailing integrations.",Internet Software & Services,France,$60.98M,N/A
Gigster,Series B,$20.00M,08/29/2017,N/A,"Gigster is a smart software development service that combines developers and designers with automation tools to make the process of software development more efficient and scalable. Gigster's network of freelance software developers, engineers, designers and product managers provides Fortune 500 companies and enterprise clients with access to technical talent.",Internet Software & Services,United States,$35.92M,N/A
NS1,Series B - II,$20.00M,09/07/2017,N/A,"NS1 is a high performance DNS service providing control over where end users are routed. NS1 solutions provide application delivery and traffic control that is critical for revenue, business operations, automation, and user experiences to highly trafficked internet and enterprise applications.",Internet Software & Services,United States,$118.35M,N/A
Minio,Series A,$20.00M,09/19/2017,N/A,Minio provides open source object storage for cloud-native and containerized applications.,Internet Software & Services,United States,$23.30M,N/A
Victor,Series B,$20.00M,09/19/2017,N/A,"Victor is an on-demand B2C jet charter platform specializing in the private aviation industry. Launched in 2011, the company offers a fully-transparent, subscription-free, globally 'on-demand' marketplace allowing members to swiftly check pricing options and aircraft specifics before booking the flights they need. Victor's unique combination of smart technology and exceptional 'high touch' customer service, means that its B2C customers – with access to thousands of aircraft via a global network of over 200 partner operators – are always connected and in control.",eCommerce,United Kingdom,$61.26M,N/A
MealPal,Series B,$20.00M,09/19/2017,N/A,"MealPal provides a subscription service that provides members with daily lunch options from restaurants near where they live or work. Through MealPal, hundreds of restaurants – both large and small – offer one dish per day to subscribing members. Using a website or mobile app, members can browse meals available at restaurants near them, filter meals by cuisine and portion size, and preorder the night before or in the morning, choosing a time to pick up their lunch.",eCommerce,United States,$37.50M,N/A
"C
ConcertAI",Series A,$20.00M,09/20/2017,N/A,"ConcertAI specializes in integrated clinical RWD, AI solutions and outcomes science with a large RWD oncology dataset. Concerto HealthAI has an exclusive partnership with CancerLinQ, a non-profit subsidiary of the American Society of Clinical Oncology (ASCO).",Internet Software & Services,United States,$170.00M,N/A
Taulia,Series F,$20.00M,09/29/2017,N/A,"Taulia provides a SaaS platform and network for supplier financing, e-invoicing and supplier portals.",Internet Software & Services,United States,"$6,226.95M",N/A
OpsRamp,Series A,$20.00M,10/02/2017,N/A,"OpsRamp helps enterprises optimize IT services, infrastructure, applications, and data centers - both on-premises and in the cloud - by centralizing all applications and processes onto one platform. The software can run on Amazon Web Services (AWS), Microsoft Azure, and Google Cloud Platform, as well as on private clouds.",Internet Software & Services,United States,$57.50M,N/A
"F
Frame.io",Series B,$20.00M,10/03/2017,N/A,"Frame.io allows users to upload all source media, work-in-progresses, and assets into private workspaces where they can invite teams and clients to collaborate.On August 19th, 2021, Frame.io was acquired by Adobe at a valuation of $1.275 billion.",Internet Software & Services,United States,$92.02M,N/A
Seasoned,Series A,$20.00M,10/04/2017,N/A,Seasoned is a foodservice-centric community designed to connect workers with jobs and career development opportunities.,Internet Software & Services,United States,$50.95M,N/A
Sourcegraph,Series A,$20.00M,10/06/2017,N/A,Sourcegraph is a development environment for programmers that is designed to make it easier to see who is using which lines of code and where while in the development process.,Internet Software & Services,United States,$223.00M,N/A
GitLab,Series C,$20.00M,10/09/2017,N/A,"GitLab is an open core code collaboration platform that provides a complete workflow to create, review, and deploy code simply and effectively. GitLab includes Git repository management, code review, issue tracking, wikis and GitLab CI, a continuous integration and deployment tool.",Internet Software & Services,United States,$433.62M,N/A
"S
Spoke",Series B,$20.00M,10/19/2017,N/A,"Spoke has developed simpler, smarter way to manage requests. Spoke is designed for all of the teams that respond to frequent requests and questions from employees: IT, Office Management, Operations, People Ops, HR, Facilities.On September 1st, 2021, Spoke was acquired by Okta. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$28.00M,N/A
Wibbitz,Series C,$20.00M,10/24/2017,N/A,"Wibbitz is an AI-powered platform supporting custom branded, short-form video creation and distribution for publishers, enabling them to increase audience engagement and ad revenues across desktop, mobile, and social.On November 10th, 2021, Wibbitz was acquired by Vimeo. Terms of the transaction were not disclosed.",Internet Software & Services,United States,$31.48M,N/A
Harness,Series A,$20.00M,10/24/2017,N/A,"Harness offers a continuous delivery-as-a-service platform designed to provide a secure way for engineering and DevOps teams to release applications into production. Harness uses machine learning to detect the quality of deployments and automatically roll back failed ones, saving time and reducing the need for custom scripting and manual oversight.",Internet Software & Services,United States,$195.00M,N/A
ChowNow,Series B,$20.00M,10/24/2017,N/A,"ChowNow is an online ordering platform that aims to provide restaurants with an easy way to offer online ordering to customers via either Facebook pages, branded mobile apps for iPhone and iPad or existing web sites. With ChowNow's offering, restaurants can individually customize and brand ordering apps.",eCommerce,United States,$63.75M,N/A
Shippo,Series B,$20.00M,10/31/2017,N/A,"Shippo, offered by Popout, helps make international shipping easy and cheap for e-commerce businesses. The company aggregates shipping volumes and gives customers access to cheaper shipping providers.",Internet Software & Services,United States,$154.03M,N/A
Glint,Series D,$20.00M,11/02/2017,N/A,"Glint provides employment engagement services for businesses and other organizations. Glint leverages real-time people data to give managers a holistic view of an organization's health, the insight to predict problems, and direction to take action.On October 8, 2018, Glint was acquired by LinkedIn at a valuation of between $400M and $500M.",Internet Software & Services,United States,$72.70M,N/A
CargoX,Series C,$20.00M,11/07/2017,N/A,"CargoX offers heavy duty trucking services for corporations. CargoX enables trucks owner operators to make use of excess capacity and avoid empty return trips. As a result, CargoX cuts down CO2 emissions and reduces the amount of empty trucks on the roads.",Internet Software & Services,Brazil,$377.93M,N/A
"F
Fevo",Series A - III,$20.00M,11/07/2017,N/A,Fevo facilitates free group ticket sales for consumers by working closely with ticketing companies to integrate core technology into their platforms.,eCommerce,United States,$84.78M,N/A
LightStep,Series B,$20.00M,11/14/2017,N/A,"LightStep delivers precise measurements of performance issues, in real-time, and provides clear explanations that enable engineers to reduce time to resolution (MTTR). Its decentralized architecture continuously analyzes 100% of transactions across all services, at scale, in production. The product offers tracing-based capabilities to power features, including real-time monitoring, alerting, time-series dashboards, and fine-grained multi-dimensional latency analysis.On May 10th, 2021, LightStep was acquired by ServiceNow. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$70.00M,N/A
Behavox,Series B,$20.00M,11/14/2017,N/A,"Behavox is an enterprise compliance software company that provides employee surveillance solutions. The company's solutions allow senior management and risk and compliance officers to detect cases of market abuse, insider threat, collusion and reckless behavior in real time.",Internet Software & Services,United Kingdom,$121.40M,N/A
Scoop Technologies,Series B,$20.00M,11/14/2017,N/A,"Scoop provides an automated carpooling solution for daily commutes. The service allows users to schedule ahead of time, get matched in a carpool based on route, employer, traffic, etc., and take the trip.",eCommerce,United States,$96.10M,N/A
Scalyr,Series A,$20.00M,11/20/2017,N/A,"Scalyr is a log-monitoring service that gives developers more insight into how their applications are performing.On February 9th, 2021, Scalyr was acquired by SentinelOne at a valuation of $155M.",Internet Software & Services,United States,$27.60M,N/A
Deposit Solutions,Series C,$20.00M,11/30/2017,N/A,"Deposit Solutions provides an open banking platform for deposits connecting banks and depositors. The platform allows banks to offer attractive third-party deposit products to their own customers through their existing accounts. As a result, banks looking for funding can gather deposits from new markets and client groups without having to set up and operate their own retail infrastructure, and depositors can access best-in-class deposit offers without having to open a new account at another bank.On June 24th, 2021, Deposit Solutions merged with Raisin GmbH. The terms of the transaction were not disclosed.",Internet Software & Services,Germany,$198.90M,N/A
"E
EasyRetailPro",Series B,$20.00M,12/01/2017,N/A,EasyRetailPro (EZR) (驿氪) provides social CRM and marketing cloud SaaS for retail brands.,Internet Software & Services,China,$25.52M,N/A
Digital House,Series B,$20.00M,12/12/2017,N/A,Digital House is an Argentine coding school designed to train a new generation of professionals in the technological era.,Internet Software & Services,Argentina,$70.00M,N/A
Forto,Series A,$20.00M,12/13/2017,N/A,"Forto offers forwarding services for sea and air freight as well as rail freight transport built on digitized processes - from booking, communication, data exchange and document management to supply chain optimization.",Internet Software & Services,Germany,$365.83M,N/A
Instana,Series B,$20.00M,12/14/2017,N/A,"Instana provides Application Performance Management solutions for containerized microservice applications which apply automation and artificial intelligence to deliver the visibility needed to effectively manage the performance of today's dynamic applications across the DevOps lifecycle.On November 18, 2020 Instana was acquired by IBM. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$56.00M,N/A
"D
deepcam",Series A,$20.00M,12/27/2017,N/A,"deepcam is a computer vision company that focuses on face recognition, gesture recognition, and object recognition technologies.",Internet Software & Services,China,$20.00M,N/A
"Y
Yunshan Medical",Series A,$20.00M,12/29/2017,N/A,"Yunshan Medical (云杉医疗) is a medical and health management service company that operates an online hospital, an offline medical checkup center and a medical treatment center.",Internet Software & Services,China,$20.00M,N/A
Club Factory,Series B,$20.00M,01/02/2017,N/A,"Jiayun Data, dba Club Factory, is an eCommerce platform that enables consumers to shop directly from factories around the world, guaranteeing a better price and better service.",eCommerce,China,$220.00M,N/A
HomeToGo,Series C - II,$20.00M,10/10/2017,N/A,HomeToGo is the developer of a search engine that allows users to compare prices for vacation rentals.,eCommerce,Germany,$73.86M,N/A
Liquid,Series B,$20.00M,01/01/2017,N/A,"Quoine is a FinTech company that provides trading, exchange, and financial services powered by blockchain technology. The company offers Liquid, a global liquidity platform backed by Quoine's QASH token that allows its users to access a global network of cryptocurrency exchanges.",eCommerce,Japan,$158.00M,N/A
"H
Host Committee Inc.",Series D,$20.00M,11/06/2017,N/A,"Operator of a group ticketing platform. The company's platform allows users to buy tickets individually while getting seated as part of a group. It also enables the creation of microsites and personal invitations, monitors RSVPs, and display event photos online. Users get rewarded for the growth of their groups with free drinks and table services, Uber rides, and upgraded event tickets.",eCommerce,United States,$53.75M,N/A
"T
Trax",Series C - II,$19.50M,02/06/2017,N/A,"Trax specializes in computer vision solutions for retail. The company enables execution controls in-store and the ability to leverage competitive insights through in-store execution tools, market measurement services and data science to unlock revenue opportunities at all points of sale.",Internet Software & Services,Singapore,"$1,012.65M",N/A
Creditas,Series B,$19.42M,02/20/2017,N/A,"Creditas is a digital lending platform focused on secured lending. Creditas funds customer loans through both investors and financial institutions. Core products include a version of home equity and auto loans, in which the borrowers offer residences or vehicles as a collateral for a first-lien lending product.",Internet Software & Services,Brazil,$607.44M,N/A
YOPA,Series B,$19.38M,05/16/2017,N/A,"YOPA allows people to sell their homes for a fixed fee of £839, using the company's site to bring together buyers, sellers, agents, and customer service teams.",Internet Software & Services,United Kingdom,$109.50M,N/A
Prospa,Series C,$19.26M,02/22/2017,N/A,Prospa provides unsecured business loans to Australian small businesses and is Australian owned. The company's smart technology and online application process provides a fast and easy way to access small business loans.,Internet Software & Services,Australia,$111.47M,N/A
Dreamlines,Series D - II,$19.20M,02/10/2017,N/A,"NETVACATION, dba Dreamlines, is an e-commerce company that operates the online cruise portals Dreamlines, offering cruises from all world-recognized cruise lines.",eCommerce,Germany,$125.36M,N/A
ID.me,Series B,$19.00M,03/08/2017,N/A,"ID.me provides an Identity Gateway that allows individuals to tie their legal identity to a digital login that is accepted across multiple websites, eliminating the need to create a new login or to verify identity at each site directly. The Identity Gateway verifies identity by remotely checking government issued identity documents with machine vision, mobile network operator (MNO) data, authoritative government and commercial databases, along with device identity and fraud algorithms.",Internet Software & Services,United States,$273.07M,N/A
Cheddar,Series C,$19.00M,05/17/2017,N/A,Cheddar is an online subscription video service that produces a daily business broadcast from the trading floor of the New York Stock Exchange and a daily lifestyle show.,Internet Software & Services,United States,$57.20M,N/A
"G
GaiaWorks",Series B - II,$19.00M,08/22/2017,N/A,"GaiaWorks is a provider of cloud-based workforce management solutions, including labor demand forecasts, automatic scheduling management, time management, and more.",Internet Software & Services,China,$147.18M,N/A
Lumity,Series B,$19.00M,08/23/2017,N/A,"Lumity enables businesses to make smart health plan and benefits decisions. With powerful insights and tools via a simple online dashboard, the company's benefits consulting-in-a-box helps employers select and optimize health plans that fit employee needs – while driving cost savings and better outcomes for everyone.",Internet Software & Services,United States,$33.00M,N/A
Everoad,Series A,$19.00M,10/25/2017,N/A,"Everoad, fka Convargo, provides a platform that connects shippers and carriers in real-time.On June 9th. 2020, Everoad was acquired by Sennder. Terms of the transaction were not disclosed.",Internet Software & Services,France,$20.70M,N/A
