Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
"R
Real",Series A,$6.00M,02/22/2016,N/A,Real is a technology-powered real estate brokerage.,Internet Software & Services,United States,$6.00M,N/A
Applied Pathways,Series A,$6.00M,02/29/2016,N/A,"Applied Pathways provides cloud-based clinical rules modeling and Enterprise Clinical Knowledge Management platform that facilitate the development and distribution of interoperable, EMR-agnostic clinical decision support and quality management solutions. Its Curion Platform enables clinicians and business users to centrally develop, manage, and curate institutional knowledge and clinical best practices, for integration in third-party systems or Applied Pathways' suite of applications.",Internet Software & Services,United States,$6.00M,N/A
Full Measure Education,Series B - II,$6.00M,03/21/2016,N/A,"Full Measure Education is the company behind the mobile engagement platform for colleges and universities. The platform leverages augmented reality, social media, mobile messaging, and personalized content to provide curated experiences unique to each student and institution. Its offerings include tailored mobile experiences aligned with critical moments such as Move-in Day, Returning to Campus, Diversity and Inclusion, and Commencement.",Internet Software & Services,United States,$26.01M,N/A
6 River Systems,Seed VC,$6.00M,03/29/2016,N/A,"6 River Systems provides Chuck, a collaborative mobile robot, and is building fulfillment solutions for the warehouse. The company deploys its system for third-party logistics providers and retailers. On September 9, 2019 6 River Systems was acquired by Shopify at a valuation of $450M.",Internet Software & Services,United States,$46.66M,N/A
CloudEndure,Series B - II,$6.00M,04/13/2016,N/A,"CloudEndure provides reliable business continuity solutions that prevent data loss and downtime due to human errors, network failures, external threats, or any other disruptions. CloudEndure's multi-tier IT Resilience Suite for the Hybrid Cloud offers Disaster Recovery, Continuous Backup, and Live Migration of any application from any physical, virtual, or cloud-based source to any target infrastructure, including Amazon Web Services, Google Cloud Platform, Microsoft Azure, VMware, OpenStack, and Oracle Cloud.",Internet Software & Services,United States,$18.20M,N/A
SparkCognition,Series A - III,$6.00M,04/26/2016,N/A,"SparkCognition builds artificial intelligence solutions for applications in energy, oil and gas, manufacturing, finance, aerospace, defense, and security. SparkCognition's products include Darwin for automated model building, DeepArmor for AI-built cybersecurity, SparkPredict, an analytics solution, and DeepLNP, a natural language processing solution.",Internet Software & Services,United States,$167.88M,N/A
"S
Sixgill",Series A,$6.00M,05/03/2016,N/A,"Sixgill is an enterprise proximity services provider empowering the market to track key people, places, and things, determine proximity and intent, and act on proximity awareness to drive business value. The company provides market-proven proximity services for the full spectrum of enterprise mobility challenges through a single, open, extensible platform.",Internet Software & Services,United States,$33.90M,N/A
Demisto,Series A,$6.00M,05/25/2016,N/A,"Demisto is a provider of Security Automation and Orchestration technology. Demisto's orchestration engine automates security product tasks and weaves in the human analyst tasks and workflows. Demisto enables security teams to reduce MTTR, create consistent incident management process and increase analyst productivity.On February 19th, 2019, Demisto was acquired by Palo Alto Networks at a valuation of $560M.",Internet Software & Services,United States,$69.00M,N/A
Instana,Series A,$6.00M,06/06/2016,N/A,"Instana provides Application Performance Management solutions for containerized microservice applications which apply automation and artificial intelligence to deliver the visibility needed to effectively manage the performance of today's dynamic applications across the DevOps lifecycle.On November 18, 2020 Instana was acquired by IBM. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$56.00M,N/A
"C
Clarify Health",Series A,$6.00M,06/10/2016,N/A,"Clarify Health is working to collect every record of rendered healthcare in the United States for the purpose of providing more granular and precise analytics to healthcare organizations, spanning from providers to payers and life sciences. Clarify's software solutions are fueled by a patient-level data set and incorporate clinical, claim, prescription, lab and socio-behavioral determinants of health data. Its analytics platform is powered by a technology stack inspired by those used in banking and logistics and provides doctors and insurers greater visibility into cost, quality, referrals, utilization, and member risk. The company is also helping life sciences organizations analyze and integrate rich data to determine the optimal sites and designs for clinical trials as well as acc...",Internet Software & Services,United States,$239.94M,N/A
Jivox,Series D,$6.00M,06/13/2016,N/A,"Jivox is a multi-screen interactive advertising technology company. The Jivox Interactive Ad Platform enables digital agencies and publishers to produce and deliver highly engaging ads featuring video, rich media, dynamic content, customizable widgets and social sharing.",Internet Software & Services,United States,$47.28M,N/A
"M
MTC Ecom",Series B,$6.00M,06/21/2016,N/A,"MTC Ecom operates PrettySecrets.com, an India-based premium online lingerie store featuring sexy & trendy collection of bras, panties, lingerie sets, nightwear, swimwear, activewear & women dresses. Customers can order women innerwear on COD, and get benefits like discreet packaging, easy exchanges & returns.",eCommerce,India,$8.00M,N/A
"G
Gong",Series A,$6.00M,06/21/2016,N/A,"Gong helps B2B sales teams convert more of their pipeline into closed revenue by shining the light on their sales conversations. Gong records, transcribes, and analyzes all sales calls, demos, and meetings so that sales teams can scale the effectiveness of their sales conversations.",Internet Software & Services,United States,$583.00M,N/A
Ifeelgoods,Series A - II,$6.00M,06/28/2016,N/A,"Ifeelgoods is a digital rewards platform that enables marketers to instantly reward their audiences in a variety of solutions - Commerce, CRM, Social Media, Shopper Marketing, Loyalty, and others. Consumers can directly receive rewards from 40+ integrated apps including Facebook, Mailchimp, Salesforce, SurveyMonkey, Paypal, and Zendesk. Gifts delivered come from Ifeelgoods' 100,000+ rewards catalog with content that ranges from movies, songs, games, apps, newspaper subscriptions, and gift cards.",Internet Software & Services,United States,$13.60M,N/A
Inverse,Series A,$6.00M,09/26/2016,N/A,"Inverse is a technology-driven media company covering the future of how people live, work, and enjoy themselves for a millennial male audience. Through original reporting, news coverage, opinion, and analysis, Inverse provides its audience with a forward-looking view on everything from space travel, to the future of work and relationships, to what show they should be binge-watching next.",Internet Software & Services,United States,$6.05M,N/A
"F
Formation Data Systems",Series A - II,$6.00M,07/12/2016,N/A,Formation Data Systems is building a converged data platform for web-scale computing. The company's mission is to help IT organizations realize transformative benefits from modern computing technologies and approaches.,Internet Software & Services,United States,$30.20M,N/A
Progressly,Series A,$6.00M,07/22/2016,N/A,Progressly is a new standard for how teams find and execute business processes. The company's platform is a complete solution for all processes across an entire company. It provides a standard format for mission-critical information along with real-time insights that have the power to streamline operations.,Internet Software & Services,United States,$6.00M,N/A
"H
Homebase",Series A,$6.00M,08/04/2016,N/A,"Homebase offers a platform to track timesheet hours and schedules. The company's cloud-based time clock and time sheets allow users to track hours from anywhere, and save time on preparing payroll.",Internet Software & Services,United States,$99.00M,N/A
Teckro,Series A,$6.00M,08/08/2016,N/A,Teckro uses information retrieval and machine-learning technologies to improve the speed and accuracy of clinical trials. The Company partners with pharma and biotech companies to simplify the clinical development process.,Internet Software & Services,Ireland,$66.00M,N/A
ComparaOnline,Series C,$6.00M,08/10/2016,N/A,"ComparaOnline enables consumers to find and compare insurance and financial products quickly and simply. The site aims to help its users make thoughtful and well-informed decisions through its easy-to-use search and comparison engines. The site also enables insurance companies and banks to expand their distribution channels and lower customer acquisitions costs. ComparaOnline provides access to a wide range of products, including auto insurance, travel insurance, consortium finance and credit cards.",eCommerce,Chile,$33.00M,N/A
Bitium,Series A - II,$6.00M,08/24/2016,N/A,"Bitium is an enterprise software company that is creating an operating system for cloud-based apps. Bitium's vision is to change how people and companies work by fundamentally changing the way they interact with software. Bitium helps companies manage more than 800 cloud-based apps, including collaboration tools, CRM, social networks, accounting programs, bug trackers, customer service dashboards, marketing tools and more.",Internet Software & Services,United States,$14.90M,N/A
DICE,Series A,$6.00M,08/26/2016,N/A,DICE is a music discovery and events ticketing platform that uses machine learning and mobile to alter how people discover and buy tickets to live events. Tickets purchased on the platform are mobile and tout proof as they are linked to the device they’re purchased on.,eCommerce,United Kingdom,$129.70M,N/A
DefenseStorm,Seed VC,$6.00M,09/02/2016,N/A,"DefenseStorm provides cybersecurity and cybercompliance solutions specifically built for banking to achieve and maintain cyber safety and soundness. The DefenseStorm GRID™ is a co-managed, cloud-based and compliance-automated solution, operating as a technology system and as a service supported by specialists in FI security and compliance.",Internet Software & Services,United States,$46.20M,N/A
StalkBuyLove,Series A,$6.00M,09/05/2016,N/A,"StalkBuyLove is an online fashion brand for women's apparel. Its product categories include dresses, blazers, tops, jackets, skirts, trousers, jumpsuits, and shirts, among others.",eCommerce,India,$9.50M,N/A
Fusebill,Series A,$6.00M,09/12/2016,N/A,"Fusebill, headquartered in Ottawa, Canada, delivers a software platform that simplifies subscription, one-off, and customized billing management by automating manual accounting, financial processes, and workflows. The cloud-based platform provides hundreds of small and medium-sized enterprises around the world with the freedom to grow their businesses, the flexibility to capitalize on new product opportunities, and the agility to maintain a competitive edge.On March 19th, 2021, Fattmerchant acquired a majority stake in Fusebill. The terms of the transaction were not disclosed.",Internet Software & Services,Canada,$8.00M,N/A
Ambra Health,Series D,$6.00M,09/14/2016,N/A,"Ambra Health, formerly DICOM Grid, is a medical data and image management SaaS company. Intuitive, flexible, scalable, and highly interoperable, the Ambra cloud platform is designed to serve as the backbone of imaging innovation and progress for healthcare providers. It empowers some of the largest health systems such as the Mayo Clinic, Stanford Children's Hospital and Memorial Hermann as well as radiology practices, subspecialty practices and clinical research organizations to dramatically improve imaging and collaborative care workflows.On October 14th, 2021, Ambra Health was acquired by Intelerad Medical Systems. Terms of the transaction were not disclosed.",Internet Software & Services,United States,$51.17M,N/A
PubNub,Series C - III,$6.00M,09/12/2016,N/A,"PubNub is a secure global Data Stream Network (DSN) and easy-to-use API that enables its customers to connect, scale, and manage realtime applications and IoT devices. With over 70 SDKs for every platform, 250ms worldwide data transfer times and scalability for hundreds of millions of devices, PubNub's unique infrastructure provides the ability to easily connect and operate world-class realtime applications and IoT devices.",Internet Software & Services,United States,$134.50M,N/A
"C
CloudCherry",Series A,$6.00M,09/26/2016,N/A,CloudCherry offers a way to collect feedback with data and insights in real-time. The company helps brands in feedback collection and customer delight measurement along with real time analytics for different departments of the company through its range of products.,Internet Software & Services,United States,$16.00M,N/A
Kinetica,Angel - II,$6.00M,09/26/2016,N/A,"Kinetica, formerly GPUdb, provides a distributed, in-memory database accelerated by GPUs, which delivers real-time actionable intelligence on large, complex and streaming data sets from IoT, transactions and other sources and allows organizations to ingest, explore, analyze and visualize streaming data within milliseconds.",Internet Software & Services,United States,$77.40M,N/A
Simpplr,Series A,$6.00M,09/29/2016,N/A,"Simpplr provides companies with a platform that connects employees with information and applications across all departments in a company, while providing personalized information for all users based on their roles, interests and permissions.",Internet Software & Services,United States,$48.00M,N/A
Soundtrap,Series A,$6.00M,10/10/2016,N/A,"Soundtrap is an online music recording studio to work across all operating systems, Mac, iOS, Android, Windows and Chromebook, where users collaborate with music makers from all around the world in an easy-to-use browser, cloud-based system. Soundtrap provides an easy-to-use platform for all levels of musical interest and ability and is being used by the K12 through higher education market.",Internet Software & Services,Sweden,$8.50M,N/A
Feedzai,Series B - II,$6.00M,10/19/2016,N/A,"Feedzai leverages AI, machine learning technology to provide omnichannel fraud prevention solutions for banks, payment providers, and retailers transacting in virtually every country in the world to manage risks associated with banking and eCommerce.",Internet Software & Services,United States,$277.80M,N/A
"Z
Zarget",Series A,$6.00M,11/02/2016,N/A,"Osmnez Technologies, dba Zarget, provides small and medium sized ecommerce and SaaS companies with a conversion rate optimization tool built as a Chrome plugin and intended for use by marketers, product managers and web designers. The company's capabilities include heatmapping, funnel analysis, A/B testing, split URL testing, live data reporting, and optimization.",Internet Software & Services,United States,$7.50M,N/A
Sight Machine,Series B - II,$6.00M,11/30/2016,N/A,"Sight Machine provides manufacturing analytics to make better, faster decisions about their operations. Sight Machine's analytics platform, purpose-built for discrete and process manufacturing, uses artificial intelligence, machine learning, and advanced analytics to help address critical challenges in quality and productivity throughout the enterprise. The platform delivers ""AI for the plant floor"" and is powered by the Plant Digital Twin, which enables real-time visibility and insights for every machine, line, and plant throughout an enterprise.",Internet Software & Services,United States,$86.97M,N/A
"L
LovePop",Series A,$6.00M,11/29/2016,N/A,"LovePop creates intricate paper art greeting cards that pop. The company offers cards for special occasions, holidays, and many other card gifting occasions.",eCommerce,United States,$31.94M,N/A
"V
VidMe",Series A,$6.00M,12/13/2016,N/A,VidMe is building a video community that lets users upload videos without an account.,Internet Software & Services,United States,$9.20M,N/A
Bonsai AI,Series A,$6.00M,09/26/2016,N/A,"Bonsai AI is the provider of an AI platform that empowers enterprises to build and deploy intelligent systems. Recognizing the shortage of data science talent capable of building sophisticated AI models, they developed a platform that abstracts away the complexity of libraries like TensorFlow, making the programming and management of AI models more accessible to developers and enterprises. The company offers the Bonsai Early Access Program, a customer program that works with enterprises in industries such as robotics, manufacturing, retail, logistics, and energy to jointly design, build, and deploy AI models using the Bonsai Platform.",Internet Software & Services,United States,$13.63M,N/A
"O
OwnerIQ",Series G,$6.00M,12/14/2016,N/A,"OwnerIQ operates as a media technology company that provides 1st and 2nd party data solutions to brands, retailers and manufacturers. On October 22, 2019, OwnerIQ was acquired by Inmar, terms of the agreement were not disclosed.",Internet Software & Services,United States,$49.61M,N/A
Alkanza,Series A,$6.00M,12/19/2016,N/A,"Alkanza is a global B2B digital wealth management platform enabling financial institutions to accelerate their digital transformation, compete and win in an evolving landscape, and profitably serve a new and demanding client base.Alkanza has been dead/inactive since November 2019.",Internet Software & Services,United States,$10.72M,N/A
"8
8Kana",Series A,$6.00M,01/01/2016,N/A,8Kana is an online fiction platform based in China.,Internet Software & Services,China,$6.00M,N/A
Happy Elements,Series B - II,$6.00M,05/01/2016,N/A,"Happy Elements is a gaming company providing gaming experience for users of social networks and mobile devices. Happy Elements has released and operated PC and smartphone based social games on different platforms across the globe. It believes that what it runs is a service, not just a product.",Internet Software & Services,China,$41.00M,N/A
"G
Gongpin No.1",Series A,$6.00M,08/08/2016,N/A,Gongpin No.1 is an online shop for fastener products.,eCommerce,China,$6.00M,N/A
"S
Scribestar",Seed,$6.00M,01/01/2016,N/A,"Scribestar offers two key products: a secure cloud-based platform that transforms the end-to-end process of drafting, producing, and printing capital markets documents; and a secure cloud-based platform for stock, bond, and token-based exchanges to manage all documentation from issuers and the exchange regulatory processes.",Internet Software & Services,United Kingdom,$19.50M,N/A
RetailNext,Series E - II,$5.98M,01/12/2016,N/A,"RetailNext is a provider in Applied Big Data for brick-and-mortar retail, delivering real-time analytics that enable retailers and manufacturers to monitor, collect, analyze, and visualize in-store data. The solution uses video analytics, Wi-Fi detection, on-shelf sensors, and data from point-of-sale systems and other sources to automatically inform retailers about how people engage with stores. The scalable RetailNext platform integrates with promotional calendars, staffing systems, and weather services to analyze how internal and external factors impact customer shopping patterns, providing store operations executives with the ability to identify opportunities for growth, execute changes, and measure success.",Internet Software & Services,United States,$234.48M,N/A
OpenDNA,IPO,$5.97M,11/17/2016,N/A,"OpenDNA offers a proprietary technology for iOS, Android and Web-based platforms. OpenDNA develops proprietary artificial intelligence (AI) and machine learning technology that can assist digital businesses across industry verticals.",Internet Software & Services,Australia,,N/A
"K
Kiss Kiss Bank Bank",Series A,$5.96M,02/12/2016,N/A,Kiss Kiss Bank Bank is a French platform that funds projects that support causes by collecting money from the people who support the cause.,eCommerce,France,$7.96M,N/A
Grove Collaborative,Series A,$5.94M,07/28/2016,N/A,Grove Collaborative is an online retailer that specializes in sustainable/natural household essentials.,eCommerce,United States,$453.01M,N/A
Fooda,Series B,$5.93M,02/23/2016,N/A,Fooda works with local restaurants to provide food at reasonable prices to employees while at work. The company's service can be customized to fit any groups' needs from catering meetings to providing employees with a tasty lunch.,eCommerce,United States,$30.93M,N/A
ZEFO,Series A,$5.90M,11/14/2016,N/A,"ZEFO operates in Bengaluru, Mysore, Delhi-NCR and Mumbai and allows users to buy and sell second hand and factory seconds furniture and appliances. The company currently deals with televisions, refrigerators, washing machines and microwaves under the appliances category.",eCommerce,India,$19.95M,N/A
eFileCabinet,Series B - III,$5.90M,11/22/2016,N/A,"eFileCabinet offers a suite of document management software and file-sharing products/services to help businesses and organizations work quicker, smarter, and more collaboratively. eFileCabinet provides cutting-edge paperless software products and services that enable companies to capture, store, manage, share, and protect valuable data while helping them meet regulatory compliance requirements from governing bodies such as HIPAA, GLB and SEC/FINRA. eFileCabinet's document management software, file storage, and sharing services can be hosted on a company's local network or as software-as-a-service (SaaS) via the cloud.",Internet Software & Services,United States,$38.08M,N/A
ABOUT,Series C,$5.89M,07/26/2016,N/A,ABOUT is a healthcare provider of transfer center and bed management solutions. The company delivers visibility into patient care coordination and analytics with proprietary data intelligence solutions for hospitals and healthcare systems.,Internet Software & Services,United States,$22.47M,N/A
Kivra,Seed VC - II,$5.87M,06/02/2016,N/A,"Kivra allows users, consumers and businesses, to securely receive, upload and store postal mail.",Internet Software & Services,Sweden,$10.87M,N/A
Vicampo,Series C,$5.85M,02/25/2016,N/A,"Vicampo offers a range of wines on its internet platform, allowing customers to chose from a variety of wine-growers.On August 11th, 2021, Vicampo was acquired by Viva Wine & Spirits. Terms of the transaction were not disclosed.",eCommerce,Germany,$9.78M,N/A
"S
SJGTW",Series A - II,$5.81M,12/07/2016,N/A,"Provider of a B2B E-commerce platform for the railway construction business. The company operates an B2B online marketplace which allow users to order and bid for materials and equipment used in railway construction, including mechanical equipment, communication devices, electronics, train engine cars, catenary fittings, and line facility sets. Its platform enable businesses to improve the procurement process through automatic matching and order tracking, it also provides financial services and logistic support.",eCommerce,China,$8.95M,N/A
"H
Havenly",Series A - III,$5.80M,03/29/2016,N/A,Havenly offers an online platform that connects homeowners with vetted interior designers while minimizing financial extravagance.,eCommerce,United States,$58.00M,N/A
Wyre,Series A - II,$5.80M,12/16/2016,N/A,"Wyre is a cryptocurrency exchange and technology platform based in San Francisco, CA that is focused on building compliant fiat-to-crypto on and off ramps.",Internet Software & Services,United States,$27.54M,N/A
"M
Mesh Korea",Series B,$5.78M,04/05/2016,N/A,"Mesh Korea provides VROONG, a logistics infrastructure and IT solution. VROONG consists of VROONG Prime premium delivery services, VROONG TMS's integrated logistics management solution, VROONG Fresh's fresh food delivery services, and VROONG Collection, a premium delivery magazine.",Internet Software & Services,South Korea,$66.16M,N/A
Thread Online,Series A - II,$5.77M,06/02/2016,N/A,Thread leverages a unique combination of human stylists and intelligent algorithms to deliver personalised product picks at scale.,eCommerce,United Kingdom,$41.82M,N/A
Hipmunk,Series D,$5.75M,04/05/2016,N/A,"Hipmunk is the fastest, easiest way to plan travel. The site and mobile apps help save time and money by comparing top travel sites to show the perfect flight or hotel at the cheapest price. Hipmunk offers the most comprehensive travel search, from commercial flights, trains, and charter flights to hotels and vacation rentals through Airbnb and HomeAway. The unique display makes it easy to visually compare results to choose the best option. Hipmunk also offers its Agony search, which sorts flight and hotel options by how stressful they are to users.",eCommerce,United States,$55.44M,N/A
Splacer,Series A,$5.65M,09/08/2016,N/A,"Splacer is a venue management platform and marketplace connecting space owners with their ideal clients to more efficiently grow their business. Splacer is an online curated platform, where users are ""space providers"" and ""event organizers"" that have unique user profiles. Splacer web/mobile visitors looking to book event spaces and production services can search for spaces by different criteria and book them. Those interested in listing their spaces can submit an application and go through a screening process. Splacer uses local scouts and affiliations with real estate brokers, interior design business, and production companies to find proper venues.",eCommerce,United States,$7.42M,N/A
"L
Learning Possibilities",Series A,$5.63M,05/11/2016,N/A,"Learning Possibilities implements e-learning solutions, with expertise in cloud computing for education and government customers. The Learning Possibilities' LP+ platform built on Microsoft technologies is currently used by over 1 million users across the UK.",Internet Software & Services,United Kingdom,$5.63M,N/A
Jobbio,Series A,$5.63M,09/08/2016,N/A,"Jobbio offers a marketplace that allows jobseekers to connect privately with companies they want to work for. Both jobseekers and companies can set up profiles, with candidates concentrating on marketing their skills through the ""live bio"" – a mixture of text, images, videos and links – while companies use the profiles to showcase their firms and opportunities.",Internet Software & Services,Ireland,$16.75M,N/A
Klaxoon,Series A,$5.63M,09/26/2016,N/A,"Klaxoon is a cloud-based collaboration platform designed to foster collaboration within a group. Employers can see real-time results, messages, and questions from their teams, and propose simple, playful, and effective activities - such as quizzes, surveys, challenges, and brainstorming activities - to identify the subjects and topics that need further training.",Internet Software & Services,France,$56.09M,N/A
Proximis,Series A,$5.62M,09/06/2016,N/A,"Proximis is an e-commerce solution enabling brands and retailers to sell online anywhere in the world and integrate their network of outlets at the heart of their digital strategy. It is developed in SaaS mode to ensure rapid time to market, ensure service availability, scalability, performance, and reduced operating costs (TCO). All digitizing modules shops are available in standalone mode and compatible with the e-commerce market platforms, including the withdrawal store (click & collect and e-booking), the store salesmen tablets (blind to web) and same day delivery (ship from store).",Internet Software & Services,France,$6.97M,N/A
Ulule,Series A,$5.62M,09/07/2016,N/A,Ulule is a crowdfunding platform where users can discover and help make wonderful projects happen. These projects are successfully financed only if they reach (or exceed) their crowdfunding goal.,eCommerce,France,$5.62M,N/A
"E
ePetWorld",Seed VC - III,$5.60M,03/17/2016,N/A,ePetWorld operates online shops for pet food and pet supplies - Hundeland (www.hundeland.de) for dog owners and Katzenland (www.katzenland.de) for cat owners in Germany.,eCommerce,Germany,$5.60M,N/A
Crowdfox,Seed,$5.60M,03/20/2016,N/A,"Crowdfox is an eCommerce platform that leverages automated and semantic matching processes to provide fair product, price data, and a better relationship between merchants and members.",eCommerce,Germany,$30.70M,N/A
Trocafone,Series A,$5.60M,04/17/2016,N/A,Trocafone is a marketplace in LATAM focused on improving the buying and selling experience of used electronics.,eCommerce,Brazil,$52.82M,N/A
Savedo,Series A,$5.60M,04/27/2016,N/A,Savedo is an independent marketplace for fixed-term deposits in Europe. The finance portal offers German investors the opportunity to invest their money in fixed deposits with above-average interest rates in the euro area. Savedo is the first startup from the new FinTech company builder FinLeap.,eCommerce,Germany,$7.60M,N/A
CoolaData,Series B,$5.60M,07/07/2016,N/A,"CoolaData provides a cloud-based behavioral analytics platform giving product, marketing and business teams visibility into user behavior across all channels and to discover vital information such as user acquisition, churn prediction, retention drivers and customer life-time value optimization.",Internet Software & Services,Israel,$13.00M,N/A
NucleusCare,Series A,$5.60M,09/21/2016,N/A,"NucleusCare is communication technology thoughtfully designed to enhance the lives of anyone in need of a simple way to connect with others. NucleusCare enables users to be healthier and stay connected by giving them one-touch family video calling, easy access to caregivers, medication reminders, activity reminders, and biometric data monitoring.",Internet Software & Services,United States,$10.71M,N/A
"F
Firefly Learning",Series A,$5.60M,11/15/2016,N/A,"Firefly Learning is an online tool that brings together teachers, students and parents.",Internet Software & Services,United Kingdom,$12.12M,N/A
G-Loot,Series A,$5.57M,09/20/2016,N/A,"G-Loot is a global esports platform for competitive skill-based gaming with a mission to make esports available for all. The company brings together communities, arranges tournaments and leagues, and broadcasts online/offline events in some of the biggest game titles on mobile and PC and partners like Twitch.",Internet Software & Services,Sweden,$98.67M,N/A
"U
Uala.it",Seed - II,$5.57M,06/28/2016,N/A,Uala.it is a salon booking platform from Italy.,Internet Software & Services,Italy,$22.45M,N/A
Zumper,Series A - III,$5.56M,02/01/2016,N/A,"Zumper is an apartment rental platform that makes it easier for tenants to discover and lease great apartments. Based on direct data feeds and partnerships with landlords, brokers and property managers, Zumper offers renters real-time, curated listings, and also streamlines the lead generation process for landlords and brokers to help them get the right tenant through the door, more efficiently.",eCommerce,United States,$143.06M,N/A
Wyre,Series A,$5.55M,11/08/2016,N/A,"Wyre is a cryptocurrency exchange and technology platform based in San Francisco, CA that is focused on building compliant fiat-to-crypto on and off ramps.",Internet Software & Services,United States,$27.54M,N/A
PayFit,Series A,$5.54M,10/11/2016,N/A,PayFit is a French HR tech startup that has developed a SaaS payroll and HR platform focussed on the needs of small and medium companies.,Internet Software & Services,United Kingdom,$208.24M,N/A
MotionSoft,Series C,$5.54M,10/25/2016,N/A,"Motionsoft is a provider of membership management software and billing solutions to the active lifestyle industry including gyms, hospitals, and corporate wellness centers. Motionsoft's cloud-based software and financial services aim to redefine health club management, enabling fitness operators to get, know, and keep their members better with our long-term member and facility management tools as well as our payment technologies.On August 19th, 2020, MotionSoft was acquired by Daxko. Terms of the transaction were not disclosed.",Internet Software & Services,United States,$63.52M,N/A
StreetShares,Series A,$5.50M,03/10/2016,N/A,StreetShares’ Digital Business Banking Platform (“Atlas”) rapidly enables institutions and lenders of any size with complete business product solutions from sales to closing. Atlas levels the playing field for any provider of financial business products that desires to compete with larger banks and financial technology firms.,eCommerce,United States,$371.29M,N/A
AYR,Series A,$5.50M,03/16/2016,N/A,"AYR is an e-commerce driven women's wear retailer. The name AYR is an acronym for ""All Year Round."" The line offers a range of womens wear clothing, with a focus on denim. Like its brother company Bonobos, AYR launched exclusively online but has expanded with a guideshop and through wholesale partnerships.",eCommerce,United States,$6.61M,N/A
"D
DFLabs",Series A,$5.50M,05/04/2016,N/A,"DFLabs provides companies with an incident response platform, called IncMan, which orchestrates and automates people, processes, and machines within Security Operations Centers (SOC) and Computer Security Incident Response Teams (CSIRT). IncMan orchestrates data sources, processes, and machine actions, and automatically produces actionable intelligence sharing to help CISOs, SOC and CSIRT specialists respond to a growing number of cyber incidents.On March 10th, 2021, DFLabs was acquired by Sumo Logic. The terms of the transaction were not disclosed.",Internet Software & Services,Italy,$9.00M,N/A
WealthBar,Seed,$5.50M,05/11/2016,N/A,"WealthBar provides an online investment service that matches clients with a dedicated online advisor to coach them through a comprehensive financial plan tailored to their lives while providing clients with a professionally managed ETF portfolio.On May 21, 2020, Wealthbar was acquired by CI Financial. Terms of the transaction were not disclosed.",Internet Software & Services,Canada,$5.50M,N/A
EquipmentShare,Series A,$5.50M,05/25/2016,N/A,"EquipmentShare offers a platform that combines insurance verification, background checks, payment processing and an interface for lending and renting equipment. The company benefits renters by providing a platform that facilitates inexpensive peer-to-peer renting of contracting equipment, and its platform gives contractors the ability to make money off of the equipment not being used.",eCommerce,United States,$364.19M,N/A
"E
Evolve Vacation Rental Network",Series B,$5.50M,06/09/2016,N/A,Evolve Vacation Rental Network is an online booking agency for vacation rentals that lets travelers book accommodation online while providing owners and managers with an effective way to earn rental income.,eCommerce,United States,$99.73M,N/A
DRIVETRIBE,Series A,$5.50M,08/17/2016,N/A,"DRIVETRIBE supports motor-themed video, articles, social and interactive content structured into different content streams called ""tribes"", each with their own characteristics and personality. Tribes are hosted by Clarkson, Hammond and May, along with invited stars, bloggers, writers and videographers.",Internet Software & Services,United Kingdom,$15.00M,N/A
Moxe,Series A,$5.50M,10/04/2016,N/A,"Moxe provides a clinical data clearinghouse, focused on accelerating the exchange of clinical data from all corners of the healthcare ecosystem. Moxe helps health systems, health plans, and HIT vendors collaborate.",Internet Software & Services,United States,$5.60M,N/A
makerist,Series A,$5.50M,10/17/2016,N/A,"makerist is an online crafting school enabling knitters and sewers with all levels of experience to enjoy high quality HD instructional videos by professional teachers in the areas knitting, sewing and crochet. To improve the crafting experience for students, makerist additionally offers a box with all the materials from the project taught in the video. Students are further invited to share pictures of their handmade projects in the makerist Werkschau or to discuss related topics in the makerist Forum.On March 5th, 2020, makerist was acquired by fabfab, terms of the agreement were not disclosed.",Internet Software & Services,Germany,$5.50M,N/A
Mynd Property Management,Series A,$5.50M,10/25/2016,N/A,"Mynd provides full-service property management of small multifamily buildings and single-family homes, with the goal of making it simple for investors to own real estate. Mynd leverages technology to drive more efficient operations and more profit to owners while giving owners full transparency into what is happening with their real estate portfolio in real-time.",Internet Software & Services,United States,$134.90M,N/A
VoxelCloud,Seed VC,$5.50M,09/08/2016,N/A,"VoxelCloud utilizes artificial intelligence and cloud-computing technologies to provide automated medical image analysis and clinical decision support for medical practitioners. VoxelCloud aims to provide accurate, accessible, and personalized medical image analysis by building medical image knowledge graph based on medical semantics and multiple artificial intelligence models.",Internet Software & Services,United States,$78.50M,N/A
Antidote,Series B - II,$5.49M,04/14/2016,N/A,"Antidote is a digital health company that uses precision recruitment to match the right patients with the right trials. Antidote strikes the right balance between technology and human touch to deliver patient engagement through the integration of data-driven technologies, digital expertise, deep domain experience, a diverse partner network, and personalized patient and site services.",Internet Software & Services,United Kingdom,$57.49M,N/A
"C
Cebserv",Series A,$5.48M,06/06/2016,N/A,"Beijing Shenzhou Guangda Technology (北京神州光大科技有限公司), dba Cebserv (神州光大), is an online B2B2C platform that connects IT freelancers with corporations, facilitating on-demand IT services such as maintenance, repair, and rentals.",eCommerce,China,$17.53M,N/A
