Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
StashAway,Series C,$16.00M,07/27/2020,N/A,"StashAway is a digital wealth manager that intelligently navigates macroeconomic data. The company personalizes financial planning and portfolio management for the vast range of needs of retail and accredited investors alike. Its proprietary investment strategy, ERAA (Economic Regime-based Asset Allocation), uses macroeconomic data to maintain each investors' personal risk preferences through any economic environment. ERAA's intelligent asset allocation approach minimizes risk and maximizes returns by reading thousands of data points to determine current and upcoming economic environments, navigating economic uncertainty, and seeking asset class valuation gaps.",Internet Software & Services,Singapore,$60.45M,N/A
Rangeforce,Series A,$16.00M,07/28/2020,N/A,"Rangeforce is a cloud-based platform for developing, selling, and executing live, hands-on cyber trainings on real systems, ultimately creating a marketplace for security trainings.",Internet Software & Services,United States,$17.62M,N/A
"G
GoSite",Series A,$16.00M,08/10/2020,N/A,GoSite offers a complete end-to-end software suite for local businesses that empowers them to have everything they need in one place to connect with their customers in the digital era.,Internet Software & Services,United States,$56.00M,N/A
Pachyderm,Series B,$16.00M,08/19/2020,N/A,"Pachyderm offers data analytics for Docker, helping companies fully utilize what containerization has brought to the technology space.",Internet Software & Services,United States,$28.12M,N/A
"P
Pave",Series A,$16.00M,08/26/2020,N/A,"Pave develops a suite of compensation tools that help companies, primarily startups, plan and communicate total compensation.",Internet Software & Services,United States,$62.98M,N/A
"T
TVision Insights",Series C - II,$16.00M,08/31/2020,N/A,TVision Insights develops a platform that allows TV researchers to measure attention. The company uses proprietary computer vision software to offer a solution for second-by-second data insight into viewer behavior and attentiveness to traditional linear and connected television programming and advertisements.,Internet Software & Services,United States,$51.77M,N/A
Polyverse,Series A,$16.00M,09/14/2020,N/A,"Polyverse provides software technologies based on the concept of ""moving target defense"" to stop cyberattacks and protect an organization's server and cloud applications from databases to websites to mobile and other remote devices. Each container has its own security and defenses, and the entire system is intrinsically self-healing. Containers cycle, resetting to a known good state and automatically eliminating any malware that may have been installed.",Internet Software & Services,United States,$46.68M,N/A
Everlaw,Series C - II,$16.00M,09/15/2020,N/A,"Everlaw creates technology that saves lawyers time and money with a document review platform, data visualization, discovery, and collaboration tools.",Internet Software & Services,United States,$314.61M,N/A
"C
Class",Seed VC,$16.00M,09/23/2020,N/A,"Class provides educational tools to add to Zoom to help with one-on-one discussions, tests, assignments, and more.",Internet Software & Services,United States,$164.00M,N/A
stensul,Series B,$16.00M,11/02/2020,N/A,stensul is an Email Creation Platform (ECP) used by enterprises and large organizations.,Internet Software & Services,United States,$23.00M,N/A
"M
Monte Carlo",Series A,$16.00M,09/09/2020,N/A,"Monte Carlo is on a mission to accelerate the world's adoption of data by minimizing data downtime. The company monitors, alerts, resolves, and prevents data quality issues, helping companies achieve data reliability.",Internet Software & Services,United States,$101.00M,N/A
"M
Middesk",Series A,$16.00M,08/18/2020,N/A,Middesk centralizes the information required to conduct risk and compliance assessments on each of a business' customers.,Internet Software & Services,United States,$20.15M,N/A
Everytable,Series B,$16.00M,11/17/2020,N/A,"Everytable's mission is to provide healthy, efficient, low-cost meals to underserved families in LA, specifically in ""food deserts"".",eCommerce,United States,$32.30M,N/A
"S
Sprig",Series A,$16.00M,12/10/2020,N/A,"Sprig is a micro survey platform that continuously identifies opportunities to build better product experiences. The company's all-in-one product research platform delivers the three key pillars of product research—video interviews, concept testing, and micro surveys—so teams don’t need to juggle multiple research platforms, and can view all their customer insights in one place.",Internet Software & Services,United States,$54.00M,N/A
"O
OpenSpace",Series B,$15.90M,07/27/2020,N/A,"OpenSpace uses patented artificial intelligence to automatically create navigable, 360-degree representations of any physical space. Builders attach a small camera to their hardhats and walk through a site as normal, with OpenSpace passively capturing imagery in the background. Imagery data is then uploaded to the cloud, where OpenSpace's algorithms map the photos to project plans and stitch them together, creating a visual representation of the site similar in style to Google Street View.",Internet Software & Services,United States,$88.58M,N/A
Ledger Investing,Series A,$15.80M,08/26/2020,N/A,"Ledger Investing provides an exciting opportunity for asset managers, pension funds, hedge funds, family offices and other institutions interested in earning a great return through insurance investing.",eCommerce,United States,$20.92M,N/A
"H
Haus",Series A,$15.75M,06/11/2020,N/A,"Haus offers a guided, technology-driven experience to make the complicated and expensive process of buying or selling a home simple, transparent and free.",Internet Software & Services,United States,$22.85M,N/A
"F
Flare HR",Series C,$15.75M,11/02/2020,N/A,"Flare HR is an all-in-one HR, onboarding, payroll, and financial wellbeing platform.",Internet Software & Services,Australia,$37.48M,N/A
"C
Colvin",Series B,$15.72M,06/25/2020,N/A,The Colvin is an online platform that enables users to buy flowers from the comfort of their homes. Colvin works directly with suppliers and farmers to reduce the time it takes to deliver the flowers allowing users to purchase without intermediaries at an affordable price.,eCommerce,Spain,$81.15M,N/A
"G
GoFor",Series A,$15.72M,12/14/2020,N/A,"GoFor is a service providing last minute, last mile, on-demand delivery of building materials and equipment for the home improvement and construction industries.",Internet Software & Services,Canada,$22.94M,N/A
"B
Brace Software",Series B,$15.70M,12/31/2020,N/A,Brace Software enables mortgage servicers to react promptly to a delinquency event and quickly determine available outcomes for everyone involved. The company's software streamlines content and messaging while reducing errors and accelerating the decision-making process.,Internet Software & Services,United States,$30.00M,N/A
B12,Series B,$15.70M,03/19/2020,N/A,"B12 is on a mission to help people accomplish more at work. Orchestra, the engine behind B12's human-assisted A.I. model, is currently used to help teams of expert designers build and manage beautiful and professional websites. Leveraging A.I. to streamline complex workflows, B12 delivers superior outcomes for both creative experts and clients who receive a high-touch experience and a self-optimizing website in days, not weeks, and at a fraction of the cost. Using intelligent software to automate repetitive tasks, B12 allows people to leverage their expertise where it matters most, paving the way to greater craftsmanship, superhuman productivity and a brighter future of work.",Internet Software & Services,United States,$28.10M,N/A
Veriff,Series B,$15.50M,07/01/2020,N/A,"Veriff is an AI-driven global tech company building a visionary verification platform. Veriff technology makes sure that a person is who they claim to be. With the help of artificial intelligence, Veriff analyses thousands of technological and behavioral variables in seconds, verifying people from 190+ countries.",Internet Software & Services,Estonia,$92.32M,N/A
"K
Kbox Global",Series A,$15.50M,09/16/2020,N/A,"Kbox operates more than 30 delivery-only restaurant brands. It licenses these brands, along with a technology stack, to restaurants and other foodservice operations looking for incremental revenue to add to their businesses. To do this, Kbox assesses each restaurant, including its location and main demographic, then uses those factors to choose the most relevant virtual restaurant brands for the business to offer. Restaurants cook and fulfill the orders themselves, with their existing staff, while Kbox’s tech stack integrates with third-party delivery services that handle the last mile of the delivery.",eCommerce,United Kingdom,$15.50M,N/A
Obligo,Series A,$15.50M,11/18/2020,N/A,"Obligo is a financial technology company founded by cyber security and data science experts. Obligo's goal is to revolutionize the tenant - landlord relationship by drastically increasing fairness, trust, accountability and transparency.",Internet Software & Services,United States,$57.03M,N/A
Worthix,Series A - II,$15.40M,05/14/2020,N/A,Worthix offers a self-adaptive survey built for measuring customer experience with artificial intelligence.,Internet Software & Services,United States,$23.53M,N/A
"S
Sami",Series A,$15.40M,10/20/2020,N/A,"Sami develops solutions to address the main challenges of Brazil’s healthcare system, such as the high cost, inefficiencies, and low quality of medical care. It wants to be a pioneer in the management of the entire healthcare value chain, from hiring to hospital discharge, going through consultations, exams, and procedures. Its digital platform will offer primary care and medical guidance 24 hours a day and help make healthcare more accessible to Brazilians,",Internet Software & Services,Brazil,$15.40M,N/A
Canalyst,Series B,$15.30M,01/21/2020,N/A,"Canalyst is an equity research technology provider for institutional finance professionals. Its cloud-based, on-demand equity model database enables CIOs, Portfolio Managers, and Directors of Research to uncover more, higher conviction investment opportunities by efficiently ramping up and expanding coverage based on the platform's robustness and breadth.",Internet Software & Services,Canada,$18.00M,N/A
"W
Weiyun Information",IPO,$15.30M,10/16/2020,N/A,Weiyun Information (NEEQ: 873496) is a smart city construction and big data service provider.,Internet Software & Services,China,,N/A
"I
IPFSUnion",Series A,$15.27M,12/10/2020,N/A,IPFSUnion is a company specializing in IPFS distributed storage and Filecoin technology research and development and ecological construction. The company provides IPFS distributed storage and Filecoin mining machine mining solutions.,Internet Software & Services,China,$15.27M,N/A
"Q
Quan5",Series B - III,$15.27M,12/21/2020,N/A,Quan5 is an O2O eCommerce platform for home furnishings & accessories.,eCommerce,China,$46.02M,N/A
"D
Dinnar",Series B,$15.22M,12/01/2020,N/A,Dinnar is a China-based company that specializes in machine vision and intelligent manufacturing solutions.,Internet Software & Services,China,$15.70M,N/A
Socotra,Series B,$15.20M,01/23/2020,N/A,"Socotra is a cloud-based, productized insurance core platform that enables carriers to easily and efficiently manage complex interactions throughout the lifecycle of policies, whether single line, single state or multi-line, multi-country. The platform supports underwriting, policy administration, claims, billing, reporting, and more.",Internet Software & Services,United States,$47.06M,N/A
Roambee,Series B - III,$15.20M,01/28/2020,N/A,"Roambee offers verifiably better supply chain visibility on demand, for on-time, in-full, in-condition delivery of shipments and assets anywhere in the world. 300+ enterprises are improving customer experience, service levels, product quality, cash cycles, business efficiencies, sustainability, and automating logistics with Roambee’s insights & foresight. The outcome is better multimodal ETAs, OTIF deliveries, 80%+ cold chain compliance, and more, including 4X+ ROI on supply chain assets by optimizing utilization and inventory levels.",Internet Software & Services,United States,$42.00M,N/A
Ellevation Education,Series B - II,$15.20M,04/08/2020,N/A,"Ellevation Education provides a set of tools for teachers and administrators who work with English language learners (ELLs). It saves time and simplifies compliance requirements, so that educators can focus on their most important task.On August 3rd, 2021, Ellevation Education was acquired by Curriculum Associates. Terms of the transaction were not disclosed.",Internet Software & Services,United States,$41.25M,N/A
"C
Concourse Labs",Series A,$15.20M,06/09/2020,N/A,"Concourse Labs automates cloud governance, protecting enterprise data, controlling risk, and accelerating success in the cloud.",Internet Software & Services,United States,$15.20M,N/A
"C
Convertlab",Series B,$15.20M,11/30/2020,N/A,"Convertlab is a SaaS digital marketing solution provider for the financial, retail, consumer services, auto, and Internet industries.",Internet Software & Services,China,$15.20M,N/A
"L
LGMi",Series A,$15.20M,11/28/2020,N/A,LGMi specializes in the digitization of steel supply chain services. The company provides an information service platform for steel supply chain.,Internet Software & Services,China,$15.20M,N/A
"I
Intelligence Indeed",Series A - II,$15.19M,11/15/2020,N/A,Intelligence Indeed is an AI industry big data service provider that helps enterprises improve efficiency.,Internet Software & Services,China,$29.79M,N/A
"M
Mogulinker",Series B - II,$15.19M,11/30/2020,N/A,"Mogulinker is a SaaS IIoT provider that integrates hardware, software, and cloud services to help industrial companies - particularly those in mechanical & electrical equipment industries - to achieve increased operational efficiency, improved fault diagnosis, intelligent management, reduced maintenance costs, and reduced product failure.",Internet Software & Services,China,$15.34M,N/A
Upsolver,Series A,$15.18M,06/30/2020,N/A,"Upsolver develops a cloud architecture for NoSQL databases. Upsolver NoSQL DB stores data in the cloud instead of local servers, and its platform works on data streams and offers unique algorithms and aggregation functions.",Internet Software & Services,Israel,$45.18M,N/A
"H
Haohuo",Series B,$15.17M,11/24/2020,N/A,Haohuo provides SAAS2.0 and crowdsourcing solutions for enterprises.,Internet Software & Services,China,$33.22M,N/A
"Y
Youdi Technology",Series B - II,$15.12M,11/10/2020,N/A,"Jizhibao, developed by Youdi Technology, is a metering and payment engineering platform that integrates network, hardware, software, and project participants. It can provide project management for grade highways, municipal roads, subway construction, housing construction, port lines, water conservancy and water transportation, railways, and more.",Internet Software & Services,China,$15.12M,N/A
"F
for Startups",IPO,$15.10M,03/13/2020,N/A,"for Startups (TYO: 7089) operates STARTUP DB, an information platform that integrates a database of startups and start-up companies in the domestic growth industry, interviews with startup founders and investors, and original research content such as industry and company analysis by the STARTUP DB editorial department.",Internet Software & Services,Japan,,N/A
InfoSum,Series A,$15.10M,09/01/2020,N/A,"InfoSum enables companies to understand a broader perspective of their customers' lives by joining siloed data sets and collaborate without the commercial and regulatory risks associated with centralized platforms. Using patented, privacy-first technology, InfoSum connects customer records between and amongst companies, without ever sharing data. Customers across financial services, content distribution, connected television, eCommerce, gaming, and entertainment all trust InfoSum to seamlessly and compliantly connect their customer data to other partners through privacy-safe, permissioned, data networks.",Internet Software & Services,United Kingdom,$93.21M,N/A
"F
FOR BOTH",Series A - II,$15.08M,11/11/2020,N/A,"FOR BOTH, fka Leiliang, is a textile manufacturer that develops an S2B platform for lace supplies and trading.",eCommerce,China,$15.08M,N/A
"S
Simplist",Series A,$15.04M,10/14/2020,N/A,"Simplist is a digital mortgage marketplace committed to modernizing and simplifying the largely outdated and stressful mortgage application process. The company works with major national firms and established regional lenders alike to quickly and securely match borrowers with the perfect mortgage. Simplist serves as the sole point of contact for borrowers, from application through closing.",Internet Software & Services,United States,$18.64M,N/A
Cardiologs,Series A - II,$15.00M,01/10/2020,N/A,"CardioLogs provides a software technology enabling any healthcare professional to accurately and reliably screen patients for cardiovascular diseases. CardioLogs leverages machine learning technology and medical expertise to deliver top ECG interpretation services.On November 8th, 2021, Cardiologs was acquired by Philips. Terms of the transaction were not disclosed.",Internet Software & Services,France,$21.40M,N/A
aCommerce,Series D,$15.00M,01/14/2020,N/A,"aCommerce provides end-to-end e-commerce solutions for start-ups, retailers, brands, and manufacturers in Southeast Asia.",eCommerce,Thailand,$118.80M,N/A
Intezer,Series B,$15.00M,01/21/2020,N/A,"Intezer Labs is a cyber security company that provides solutions for medium and large size organizations, giving customers visibility and control over their systems.",Internet Software & Services,United States,$25.00M,N/A
Bizongo,Series C - II,$15.00M,01/27/2020,N/A,"Bizongo is a B2B marketplace catering to the chemicals, plastics and packaging industry segments. Bizongo provides design, development, and procurement solutions at any stage of the packaging value-chain.",eCommerce,India,$116.05M,N/A
"B
Bond",Series A,$15.00M,01/28/2020,N/A,"Bond is a post-purchase solution that allows digitally native brands to deliver products and accept returns from consumers through its network of tech-driven nano distribution centers (NDCs) which provide an enhanced customer experience to increase sales, as well as improve customer satisfaction and retention. The system integrates with D2C brands’ existing ecommerce process flows and provides a real-time, dynamic ecosystem of neighborhood-level NDCs to deliver and return products via environmentally friendly electric trikes.",eCommerce,United States,$15.00M,N/A
Rimilia,Series A - II,$15.00M,02/03/2020,N/A,"Rimilia provides an AI-powered automation platform built to manage order-to-cash process in real time. Its Financial Relationship Management (FRM) platform allows finance leaders across the globe to make sales and credit decisions so they can increase revenue, improve customer satisfaction, and reduce risk.On October 2nd, 2020, Rimilia was acquired by Blackline at a valuation of $150M.",Internet Software & Services,United Kingdom,$40.00M,N/A
Ambyint,Series B,$15.00M,02/04/2020,N/A,"Ambyint provides AI-powered optimization solutions for the oil and gas industry, which optimize producers’ wells at-scale by automating detection of production and equipment anomalies, recommending controller setpoint changes, and providing production vs. plan analytics to enable real-time corrective decisions.",Internet Software & Services,Canada,$26.50M,N/A
"C
ClearMetal",Series A - II,$15.00M,02/04/2020,N/A,"ClearMetal is a predictive logistics and supply chain visibility company using data science to unlock efficiencies for global trade. The company builds data-driven products to solve complex operational problems in container-shipping. ClearMetal is based in San Francisco, CA.On May 27th, 2021, ClearMetal was acquired by project44. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$27.00M,N/A
Sixgill,Series B,$15.00M,02/11/2020,N/A,"Sixgill is a cyber threat intelligence company that covertly and automatically analyzes Dark Web activity detecting and preventing cyber-attacks and sensitive data leaks before they occur. Utilizing advanced algorithms, Sixgill’s cyber intelligence platform provides organizations with continuous monitoring, prioritized real time alerts and actionable intelligence. Through advanced data mining and social profiling, Sixgill examines threat actors and their patterns of behavior, identifying and predicting cyber crime and terrorist activity.",Internet Software & Services,Israel,$21.00M,N/A
"A
Algo",Series A,$15.00M,02/18/2020,N/A,"Algo is a supply chain SaaS platform that enables automated, data-driven workflows and business insights to enterprises. Its sophisticated virtual supply chain analyst, powered by AI, AR, and NLP, provides value creation to various verticals, including retailers, distributors, and manufacturers. The Company's deep domain knowledge of both technology and supply chain allows the team to rapidly train Algo's solution on analytically rich workflows and business functions. With an easy-to-use conversational interface, Algo is bringing ""plain"" language understanding, machine learning, and robust optimization to life within organizations while creating an agile way to increase revenue and profitability.",Internet Software & Services,United States,$15.00M,N/A
"B
Bitfxt",Series A,$15.00M,02/19/2020,N/A,Bitext allows users to buy and sell digital currencies like bitcoin and Ethereum.,eCommerce,Nigeria,$15.00M,N/A
Teikametrics,Series B,$15.00M,02/20/2020,N/A,"Teikametrics is building a Marketplace Optimization Platform that helps thousands of sellers and brand owners easily optimize their performance across the most valuable marketplaces and business verticals. With its AI-powered technology and optional managed services, it eliminates tedious work for customers so they can focus on what matters most: creating products and experiences that bring joy to their customers’ lives.",Internet Software & Services,United States,$79.50M,N/A
Tecovas,Series B,$15.00M,02/21/2020,N/A,Tecovas sells a line of men's and women's cowboy boots made in Mexico through a website using a direct-to-consumer model.,eCommerce,United States,$43.41M,N/A
"L
L1ght",Seed VC,$15.00M,02/25/2020,N/A,"L1ght is an API online platform that can be used to help identify and manage toxic content, whether on social networks, messaging apps, hosting providers, and gaming platforms or across text, audio, video, and images.",Internet Software & Services,Israel,$15.00M,N/A
"E
Elementor",Series A,$15.00M,02/26/2020,N/A,Elementor enables professional web creators to easily and painlessly build websites according to their specific needs.,Internet Software & Services,Israel,$15.85M,N/A
Wayspring,Series C,$15.00M,02/27/2020,N/A,"Waysping, fka axialHealthcare, is a pain medication and pain care management company and partners with health insurers nationwide.",Internet Software & Services,United States,$116.30M,N/A
Lessonly,Series C,$15.00M,03/26/2020,N/A,"Lessonly is a simple training, coaching, and enablement solution that helps teams ramp faster, deliver effective feedback, and continuously improve.On August 16, 2021, Lessonly was acquired by Seismic. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$29.10M,N/A
Capital Float,Series E,$15.00M,04/10/2020,N/A,Capital Float is a digital finance company and provides collateral free-unsecured business loans in India online with easy documentation and instant approval for small businesses.,eCommerce,India,$266.05M,N/A
"5
54gene",Series A,$15.00M,04/14/2020,N/A,54gene is an online genetics platform for people of African heritage.,Internet Software & Services,Nigeria,$44.65M,N/A
"S
Setu",Series A,$15.00M,04/15/2020,N/A,"Setu builds Application Programming Interface (API) infrastructure for businesses and developers. It offers open APIs across four categories: bills, savings, credit, and payments. Any developer can access its sandbox to build an application and go through a developer certification program to go live.",Internet Software & Services,India,$18.50M,N/A
"S
Secret Double Octopus",Series B,$15.00M,04/28/2020,N/A,"Secret Double Octopus offers network traffic protection and scalable authentication solutions for enterprises that incorporate cloud, mobile, and IoT into their communications and critical infrastructure. By implementing keyless authentication and Secret Sharing to mitigate risks such as brute force attacks and man in the middle schemes, the company solves the challenges associated with encryption, SSL, VPN and PKI.",Internet Software & Services,Israel,$22.50M,N/A
Topia,Series D,$15.00M,04/28/2020,N/A,"Topia provides a global mobility management solution for moving and managing global talent. The company's technology and service suite integrates relocation logistics and expatriate management, payroll, immigration data and tax logic across more than 100 countries.",Internet Software & Services,United Kingdom,$104.22M,N/A
"F
Flagstone",Series B,$15.00M,05/01/2020,N/A,"Flagstone is a secure online platform that helps SMEs, Wealth Managers, Charities and High Net Worth Individuals to maximize returns on cash deposits.",Internet Software & Services,United Kingdom,$29.32M,N/A
Zeus Living,Series C,$15.00M,05/08/2020,N/A,"Zeus offers a way to rent furnished housing. Zeus hosts startups, students, and companies in the Bay Area. The Zeus platform allows partners to focus on growing their portfolios while earning more money from their existing properties, without any hassle.",eCommerce,United States,$149.12M,N/A
Rebag,Series D,$15.00M,05/14/2020,N/A,"Rebag is a fashion eCommerce startup that purchases designer handbags from individual's closets and partners with stylists and personal shoppers through a strategic and incentivized program. Rebag's mission is to be the authority in buying the most highly coveted luxury handbags and to make the selling experience as easy as possible. The company's Trendlee is a premier destination for pre-owned luxury handbags online. Trendlee is highly curated and specializes in luxury brands such as Hermes, Chanel, Louis Vuitton, and Celine.",eCommerce,United States,$67.45M,N/A
"B
Bevy",Series B,$15.00M,05/19/2020,N/A,Bevy develops community events software for groups and enterprises.,Internet Software & Services,United States,$61.40M,N/A
"A
ADDI",Series A - II,$15.00M,05/22/2020,N/A,"ADDI is a tech company focused on credit solutions. It partners with e-commerce companies across Latin America, offering loans to customers who browse through their stores. ADDI offers a solution to customers that want to pay in installments with more favorable conditions and also allows a safe cash flow for online retailers by performing an AI risk analysis on each borrower.",Internet Software & Services,Colombia,$169.80M,N/A
Statespace,Series A,$15.00M,05/22/2020,N/A,"Statespace is building a suite of tools that measure and train the fundamental skills needed by gamers, including reaction time, accuracy, and perception.",Internet Software & Services,United States,$98.52M,N/A
Attest,Series B,$15.00M,05/22/2020,N/A,"Attest has built a market research platform to enable companies to get market insights quicker and more often. Attest's platform lets users design a survey in minutes and then pick out their target audience, in a similar way to the demographic targeting Facebook affords. Those surveys are to take no longer than seven minutes for a respondent to complete, the optimum time before response rates drop off, and users can expect answers to come back in a matter of hours. The company also operates Enlight.ly, which is the application through which consumers answer questions for rewards.",Internet Software & Services,United Kingdom,$94.10M,N/A
Fernish,Series A,$15.00M,05/27/2020,N/A,"Fernish is a subscription lifestyle service for furniture. Customers subscribe to furniture for as long as they want it, and at the end of the subscription, they can either buy items out (paying no more than retail), swap them out (and extend their subscription), or simply walk away with no strings attached.",eCommerce,United States,$61.44M,N/A
"B
Beacon",Series A,$15.00M,05/31/2020,N/A,Beacon is a supply chain finance firm that provides real-time data of cargo delivery and a marketplace view of global shipping costs and prices,Internet Software & Services,United Kingdom,$65.31M,N/A
RiskIQ,Series D,$15.00M,06/03/2020,N/A,"RiskIQ is a provider of enterprise security solutions beyond the firewall. The company's technology intelligently interacts with websites and mobile applications, modeling user behavior to detect anomalies, policy violations and previously undetected threats.On July 11th, 2021, RiskIQ was acquired by Microsoft at a valuation of $500M.",Internet Software & Services,United States,$83.00M,N/A
"N
Neptune Networks",Series A,$15.00M,06/11/2020,N/A,"Neptune Networks is a data connectivity network, supplying the highest quality bond pre-trade data (axes and inventory) from the sell-side to the buy-side via FIX workflows.",Internet Software & Services,United Kingdom,$15.00M,N/A
"S
Steady",Series B,$15.00M,06/16/2020,N/A,"Steady is an income advocate and financial health platform for the independent labor workforce, helping to fill income gaps of the underemployed, define an individual's portfolio of work in the Future of Work and provide for curated inclusive finance. Steady measures its income enhancement to its members via its income tracker and improves its curation models to better its delivery of increased income for low-to-moderate income Americans.",Internet Software & Services,United States,$33.10M,N/A
"O
Openly",Series A,$15.00M,06/19/2020,N/A,Openly offers an insurer platform selling modern products through independent agents.,Internet Software & Services,United States,$62.77M,N/A
StreetLight Data,Series C - II,$15.00M,06/25/2020,N/A,"StreetLight Data makes it easy and intuitive to use Big Data for transportation and urban planning, retail, and real estate. The company transforms trillions of anonymous location records from mobile devices into analytics that describe group travel patterns. Its easy-to-use online platform, StreetLight InSight, takes the hassle out of using Big Data. It lets you design, visualize, and download custom Metrics in just a few mouse clicks.",Internet Software & Services,United States,$40.53M,N/A
NexHealth,Series A - II,$15.00M,06/30/2020,N/A,NexHealth aims to cut no-shows to doctor's appointments through its mobile appointment booking and reminder platform for doctor's offices and hospitals. The company charges practices a monthly subscription fee of $200.,Internet Software & Services,United States,$52.36M,N/A
"C
CloudSphere",Seed,$15.00M,07/01/2020,N/A,"CloudSphere provides governance across migration planning, security posture, identity, compliance, and cost management in the cloud.",Internet Software & Services,Ireland,$15.00M,N/A
TileDB,Series A,$15.00M,07/14/2020,N/A,"TileDB develops and maintains TileDB, a new multi-dimensional array management system developed at the Intel Science and Technology Center for Big Data (ISTC-BD), a collaboration between Intel Labs and MIT. The system allows for efficient management of massive quantities of scientific data and makes it easy for programmers to write applications for complex, parallel data analytics.",Internet Software & Services,United States,$20.07M,N/A
"S
Skillful Craftsman",IPO,$15.00M,07/23/2020,N/A,Skillful Craftsman (NASDAQ: EDTK) is a provider of online education and technology services in China.,Internet Software & Services,China,,N/A
"P
Panther Labs",Series A,$15.00M,07/29/2020,N/A,"Panther Labs is a security information and event management (SIEM) platform for identifying threats, misconfigurations, and suspicious activity in corporate and production environments.",Internet Software & Services,United States,$140.38M,N/A
"Y
Yizhen Intelligence",Series A,$15.00M,08/19/2020,N/A,"Yizhen Intelligence specializes in the development of assistant diagnostics systems using big data, machine learning, NLP, and other AI technologies.",Internet Software & Services,China,$15.00M,N/A
Klara,Series B,$15.00M,08/20/2020,N/A,"Klara was founded in 2013 with a mission to transform healthcare communication, so every patient can receive great care. Klara makes it easy for healthcare providers to securely communicate with their patients and with each other, without worrying about HIPAA compliance or losing track of patient information. Healthcare providers across more than 40 specialties use Klara to provide a delightful patient experience while streamlining their own administrative workflows and saving hours per day.",Internet Software & Services,United States,$32.04M,N/A
"M
Modal",Series A - II,$15.00M,08/20/2020,N/A,Modal makes software for car dealerships to offer the entire buying process directly online.,eCommerce,United States,$27.69M,N/A
Cosmose,Series A,$15.00M,09/01/2020,N/A,"Cosmose AI understands, predicts and influences how people shop offline. Cosmose AI is an offline behavioral data technology that helps brands and marketers influence and predicts consumers' choices, target them with online ads and measure how online campaigns impact offline visits and sales. The company invented the OMNIcookie, a cookie for the physical world to understand consumers' offline behavior and bring the power of retargeting to retailers/brands.",Internet Software & Services,China,$26.99M,N/A
One Concern,Series B - III,$15.00M,09/01/2020,N/A,"One Concern is a resilience-as-a-service solution that brings disaster science together with machine learning for better decision making. With operations in the US and Japan, the company quantifies resilience from catastrophic perils, empowering leaders to measure, mitigate, and monetize risk so disasters aren't so disastrous.",Internet Software & Services,United States,$132.45M,N/A
CloudMargin,Series B,$15.00M,09/22/2020,N/A,"CloudMargin is a cloud-based collateral management workflow tool. The firm's Software-as-a-Service model helps financial institutions – including exchanges, brokerage firms, banks, asset management firms and insurance companies – meet regulatory deadlines and reduce costs associated with collateral requirements that are growing. CloudMargin enables clients to experience rapid implementation and access to robust and secure collateral management workflow software.",Internet Software & Services,United Kingdom,$25.00M,N/A
Busbud,Series C,$15.00M,09/29/2020,N/A,"Busbud is a one-stop shop to search for and book intercity bus travel. Whether commuting between cities or traveling across the world, the company helps find the right bus for trips.",Internet Software & Services,Canada,$38.20M,N/A
"A
Altr Solutions",Series B,$15.00M,09/30/2020,N/A,Bloomscape is a direct-to-consumer online plant shop that delivers plants directly from the greenhouse to consumers' front doors.,eCommerce,United States,$22.50M,N/A
"C
Clarity",Series A,$15.00M,10/09/2020,N/A,"Clarity is an enterprise SaaS tool for asset managers that visualizes and optimizes the social impact of their investment portfolios. Clarity tries to solve the problem of inefficient and unequal allocation of capital by developing a universal framework and an automated tool that can be readily applied to rate companies, projects, governments and NGOs.",Internet Software & Services,Spain,$65.11M,N/A
"Q
Qatalog",Series A,$15.00M,10/13/2020,N/A,Qatalog is a London-based startup that has developed a virtual workspace that brings together disparate SaaS tools to help teams function better.,Internet Software & Services,United Kingdom,$18.50M,N/A
"F
FoxPush",Seed,$15.00M,10/18/2020,N/A,FoxPush has developed a programmatic advertising platform that uses cost-per-lead as a buying model. Its Programmatic Lead Generation technology delivers qualified leads to brands with an aim to increase the performance of their website and the efficiency of their targeted digital campaigns.,Internet Software & Services,United Arab Emirates,$15.00M,N/A
Zest AI,Series E,$15.00M,10/20/2020,N/A,"Zest AI makes the power of machine learning safe to use in credit underwriting. Lenders using Zest Automated Machine Learning make better decisions and better loans - increasing revenue, reducing risk, and automating compliance. Zest AI was founded in 2009 with the mission of making fair and transparent credit available to everyone and is now one of the fastest-growing fintech software companies. The company is headquartered in Los Angeles, California.",Internet Software & Services,United States,$304.50M,N/A
KETOS,Series B,$15.00M,10/26/2020,N/A,"KETOS delivers a cloud-based, unmanned monitoring solution that provides real-time water intelligence and insights.",Internet Software & Services,United States,$27.00M,N/A
"I
InVideo",Series A,$15.00M,10/27/2020,N/A,"InVideo provides a video creation platform for publishers media companies, and brands to create videos from scratch, convert existing pieces of static content into videos and add automated voice-overs in native languages.",Internet Software & Services,United States,$17.50M,N/A
GAIA Design,Series B,$15.00M,11/02/2020,N/A,GAIA Design is an online furniture retailer that offers moderately priced furniture for the Mexican middle class and upper middle class consumer.,eCommerce,Mexico,$82.50M,N/A
